effect	px	py	pz	lx	ly	lz	fov	near	far	_
Pack_WhileInPlay	0	-1.31	-23.3134842	0	-1.31	0	40	0.01	737.8621	0
PathOfCommand_buff	0.3317535	0.738605	-19.2298412	0.3317535	0.738605	0.402819872	40	0.01	621.3656	0
PathOfTheSeer	0	-1.46999979	-43.736908	0	-1.46999979	0	40	0.01	1384.255	0
PathOfTheSeer_BG-effect	0	-1.46999979	-43.736908	0	-1.46999979	0	40	0.01	1384.255	0
PathOfTheSeerGreen	0	-1.46999979	-43.736908	0	-1.46999979	0	40	0.01	1384.255	0
PathOfTheSeerRed	0	-1.46999979	-43.736908	0	-1.46999979	0	40	0.01	1384.255	0
PathOfTheWarrior_Projectile	0	-0.07454419	-19.77028	0	-0.07454419	0	40	0.01	625.7212	0
PenitenceEffect	0	0.411	-20.2943764	0	0.411	0.0179998875	40	0.01	642.8783	0
PinDownEffect	0	-1.29899979	-31.0843067	0	-1.29899979	1.43051147E-06	40	0.01	983.8055	0
Plasma_basic OLD	0.9431124	0.303112745	-78.17694	0.9431124	0.303112745	5.41508675	40	0.01	2645.653	0
Plasma_basic_blue	-0.239102125	-1.11214733	-110.376915	-0.239102125	-1.11214733	20.41509	40	0.01	4139.5127	0
Plasma_basic_blue_double	0.754102	-1.11214733	-116.781845	0.754102	-1.11214733	23.3562489	40	0.01	4435.3125	0
Plasma_basic_blue_triple	0.754102	-1.11214733	-123.304726	0.754102	-1.11214733	26.4150944	40	0.01	4738.57	0
Plasma_basic_blue_twinlink	0.75410223	-1.11214733	-110.6809	0.75410223	-1.11214733	20.41509	40	0.01	4149.134	0
Plasma_basic_burst_turqoise	0.401806355	-0.559258461	-117.848007	0.401806355	-0.559258461	23.27138	40	0.01	4466.37	0
Plasma_basic_pink	0.6457019	-1.22054768	-110.5922	0.6457019	-1.22054768	20.41509	40	0.01	4146.32666	0
Plasma_basic_pink OLD	0.9431124	0.303112745	-78.17694	0.9431124	0.303112745	5.41508675	40	0.01	2645.653	0
Plasma_basic_red	0.6457019	-1.22054768	-110.5922	0.6457019	-1.22054768	20.41509	40	0.01	4146.32666	0
Plasma_basic_turqoise	0.6457019	-1.22054768	-110.5922	0.6457019	-1.22054768	20.41509	40	0.01	4146.32666	0
Plasma_basic_yellow	0.6457019	-1.22054768	-110.5922	0.6457019	-1.22054768	20.41509	40	0.01	4146.32666	0
Plasma_blue_pointblank	0	0	-93.7528839	0	0	-0.5	40	0.01	2951.415	0
Plasma_blue_pointblank_double	0	0	-93.7528839	0	0	-0.5	40	0.01	2951.415	0
Plasma_triple_Azrael_AA	-0.8512199	-0.242163658	-89.14916	-0.8512199	-0.242163658	33.89406	40	0.01	3894.26685	0
Plasmancer_Damage	0	0.6040001	-18.9435444	0	0.6040001	-0.0929999352	40	0.01	596.6119	0
Possession_self	0	0.139999866	-44.0653267	0	0.139999866	0	40	0.01	1394.64929	0
Pray_Exit	0	-1.06535244	-37.8050537	0	-1.06535244	0	40	0.01	1196.51428	0
Pray_Idle	0	-1.3380003	-37.3011475	0	-1.3380003	0	40	0.01	1180.5658	0
Pray_Start	0.0146522522	10.3057127	-93.6834641	0.0146522522	10.3057127	0.0155487061	40	0.01	2965.53467	0
Pray_Success	0.005022049	10.2893572	-93.67816	0.005022049	10.2893572	-0.005519867	40	0.01	2964.7002	0
Protocol Base	0	0.00799942	-17.665062	0	0.00799942	-0.85950017	40	0.01	531.889038	0
Psychic_Lightning	0	0	-50.08214	0	0	12.3853045	40	0.01	1977.06873	0
Psychic_Lightning_blast	-0.124936104	0.22413063	-12.7913895	-0.124936104	0.22413063	0.554829836	40	0.01	422.402283	0
Psychic_Lightning_blast_chaos	0.0911998749	-0.3311386	-14.13919	0.0911998749	-0.3311386	0.498818159	40	0.01	463.286865	0
Psychic_Lightning_chaos	0	0.190614462	-31.5940437	0	0.190614462	10.5602541	40	0.01	1334.166	0
Psychic_Lightning_down	0	3.82070684	-37.66802	0	3.82070684	0	40	0.01	1192.17725	0
Psychic_Lightning_down_Intense_white	0	-13.1952019	-147.751266	0	-13.1952019	0	40	0.01	4676.266	0
Psychic_Lightning_down_Waaagh_Green	0	-24.1582489	-179.500458	0	-24.1582489	0	40	0.01	5681.11475	0
Psychic_Lightning_Genestealer	0	0	-33.9547	0	0	10.7154093	40	0.01	1413.79041	0
Psychic_Lightning_Genestealer_Benefictus	0	0	-30.3713074	0	0	8.933648	40	0.01	1243.9856	0
Psychic_Lightning_NornEmissary	0	0	-46.63805	0	0	13.9423571	40	0.01	1917.34473	0
Psychic_Lightning_Purple	0	0	-49.7821579	0	0	12.2261553	40	0.01	1962.53735	0
Psychic_Lightning_Red	0	0	-49.90222	0	0	12.289897	40	0.01	1968.35474	0
Psychic_Lightning_Swarmlord	0	0	-45.3642426	0	0	13.303606	40	0.01	1856.813	0
Psychic_Lightning_Tyranid	0	0	-44.5532036	0	0	12.8950052	40	0.01	1818.21191	0
Psychic_Lightning_Waaagh	-0.851547956	0.480189919	-33.29049	-0.851547956	0.480189919	15.2805805	40	0.01	1537.25415	0
Psychic_Lightning_Waaagh_Board	0.06688595	16.1500053	-38.03372	0.06688595	16.1500053	-0.0203056335	40	0.01	1203.10876	0
Psychic_Lightning_warlord_chaos	0.06015396	0.463010073	-16.5343933	0.06015396	0.463010073	0.302731037	40	0.01	532.888	0
Psychic_Lightning_warlord_OLD	-0.0250198841	-0.0330283642	-16.4326878	-0.0250198841	-0.0330283642	0.09226084	40	0.01	523.007751	0
Psychic_Lightning_white	0	0	-50.0725174	0	0	12.3802042	40	0.01	1976.60278	0
Psychomancer_Stun	0	0.5440004	-18.1708145	0	0.5440004	-0.0929999352	40	0.01	572.1553	0
Pulse Onslaught	5.199171	0.9088545	-99.6647644	5.199171	0.9088545	-4.08077431	40	0.01	3025.1936	0
Quest UI Gain	0	-2.4525013	-68.96218	0	-2.4525013	-0.00173664093	40	0.01	2182.56934	0
Quest UI Trigger	0	0	-58.1798134	0	0	0.1032629	40	0.01	1844.63525	0
Railgun turret	-119.219856	0.008699894	-386.526245	-119.219856	0.008699894	0.0001244545	40	0.01	12233.3994	0
RallyEffect	0	0.05987072	-44.6202621	0	0.05987072	-1.43051147E-06	40	0.01	1412.21277	0
Rapacious_Hunger	-2.14576721E-06	0.5319998	-20.1396942	-2.14576721E-06	0.5319998	-0.7119999	40	0.01	614.8785	0
Rapturous Ruination Board	0	0.0999984741	-243.931732	0	0.0999984741	-5.41719055	40	0.01	7548.886	0
Recall_Eldar	0	-0.549999952	-13.1248913	0	-0.549999952	-0.0250000954	40	0.01	414.606079	0
Recall_Eldar_2	0	-1.31	-19.427681	0	-1.31	0	40	0.01	614.878052	0
Recall_Eldar_2_quick	0	-1.15075612	-19.7224522	0	-1.15075612	0	40	0.01	624.2074	0
Recall_Eldar_2_quick_ground	0	-5.25716734	-29.481802	0	-5.25716734	0	40	0.01	933.0868	0
Recall_Eldar_2_quick_ground_warlord	0	-1.31	-19.427681	0	-1.31	0	40	0.01	614.878052	0
Recall_Eldar_2_quick_UI	0	-0.959347963	-20.0877171	0	-0.959347963	0	40	0.01	635.7679	0
Recall_Eldar_2_reverse	0	-1.31	-19.427681	0	-1.31	0	40	0.01	614.878052	0
Recall_Generic	0	-1.3380003	-37.3011475	0	-1.3380003	0	40	0.01	1180.5658	0
Recon Enemy Hand	0	0.0149998665	-35.8304825	0	0.0149998665	0	40	0.01	1134.0199	0
Recon Enemy Hand Purple	0	0.0150001049	-27.3940525	0	0.0150001049	0	40	0.01	867.0104	0
Recon Hit	0	-1.3380003	-23.3132172	0	-1.3380003	0	40	0.01	737.8537	0
Recon Hit Purple	0	-1.3380003	-23.3132172	0	-1.3380003	0	40	0.01	737.8537	0
Recon Scan	0	0.04699993	-67.97027	0	0.04699993	-0.029999733	40	0.01	2150.28125	0
Recon Scan 2	0	0.07999992	-68.02027	0	0.07999992	-0.07999992	40	0.01	2150.28125	0
Recon Scan Purple	0	0.04699993	-67.97027	0	0.04699993	-0.029999733	40	0.01	2150.28125	0
RegimentEffect	0	-1.19909239	-15.7283773	0	-1.19909239	0	40	0.01	497.796631	0
Relentless Fusillade	2.325058	-1.0826416	-100.092476	2.325058	-1.0826416	-2.45603371	40	0.01	3090.15283	0
Relentless Fusillade sniper	-5.3934803	0.2681098	-130.804443	-5.3934803	0.2681098	17.5758114	40	0.01	4696.173	0
RelentlessEffect	0	0.1906147	-24.9786377	0	0.1906147	-0.00173664093	40	0.01	790.508545	0
RemnantBody3D Aeldari	0	0.0264072418	-77.71071	0	0.0264072418	0	40	0.01	2459.51172	0
RemnantBody3D Necrons	-0.0100002289	-5.44651031	-51.6320229	-0.0100002289	-5.44651031	-0.53099966	40	0.01	1617.32617	0
RiftCannon_Laser	0	-1.31500053	-145.546921	0	-1.31500053	9.31735	40	0.01	4901.39	0
RocketTrail	14.4791918	12.1716709	-73.12575	14.4791918	12.1716709	13.2716532	40	0.01	2734.44165	0
Rockfall	0	0.9909382	-24.9108982	0	0.9909382	0	40	0.01	788.419556	0
SAU_CardDraw	0	-1.30000019	-37.3008842	0	-1.30000019	0.0002641678	40	0.01	1180.5658	0
Sau_CurseOfThePhaeron	0	-0.7199998	-39.922245	0	-0.7199998	0	40	0.01	1263.52246	0
Sau_DamageProtocol	0	0	-21.38044	0	0	-1.21220016	40	0.01	638.3164	0
Sau_DamageProtocol_OLD	0	0.330000162	-20.4441338	0	0.330000162	0.07150006	40	0.01	649.3113	0
Sau_DamageProtocol_Quick	-0.00368618965	0.329999924	-13.4704418	-0.00368618965	0.329999924	0.07150006	40	0.01	428.596832	0
Sau_Dimensional_Breach_Battleground	0	5.72999954	-217.441528	0	5.72999954	2.84677887	40	0.01	6972.03369	0
Sau_Dimensional_Breach_Spawn	0	2.23	-35.9596977	0	2.23	-0.162000179	40	0.01	1132.9823	0
Sau_HealProtocol	0	0	-20.426796	0	0	-1.13300037	40	0.01	610.6407	0
Sau_HealProtocol_OLD	0	0.243099213	-19.7742	0	0.243099213	-0.524150133	40	0.01	609.2561	0
Sau_IndomitableWill	0	0.5880002	-9.910921	0	0.5880002	0	40	0.01	313.676544	0
Sau_LordOfTheStorm	0	-0.561759949	-67.3680954	0	-0.561759949	0	40	0.01	2132.172	0
Sau_MasterChronomancer	0	0.473999977	-15.7541437	0	0.473999977	-0.2119999	40	0.01	491.9024	0
Sau_MethodicalDestruction	0	5.350499	-74.49294	0	5.350499	0	40	0.01	2357.671	0
Sau_ParticleWhip	0	0	-215.879547	0	0	37.4999962	40	0.01	8019.35742	0
Sau_ReconstitutionProtocol	0	1.99100018	-62.1685753	0	1.99100018	0	40	0.01	1967.60962	0
Sau_ResurrectionOrb	0	2.97100067	-116.566093	0	2.97100067	0	40	0.01	3689.26855	0
Sau_SolarPulse	0	0.016998291	-187.825714	0	0.016998291	-1.31999969	40	0.01	5902.828	0
Scarab Explosion	-0.162196159	1.17905426	-52.2120667	-0.162196159	1.17905426	0.8806162	40	0.01	1680.36133	0
Scrapcode_aimed_target	0	0.23119998	-21.78312	0	0.23119998	7.34526348	40	0.01	921.901245	0
Scream_gold	0	0.160000086	-12.3128567	0	0.160000086	0	40	0.01	389.6968	0
Scream_purple	0	0.799999952	-12.3128567	0	0.799999952	0	40	0.01	389.6968	0
Scream_purple_nid	0	1.2	-12.3128567	0	1.2	0	40	0.01	389.6968	0
Scream_purple_Quick	0	0.364000082	-12.3128567	0	0.364000082	0	40	0.01	389.6968	0
Scream_Ragnar_Target	0	0.5	-24.6257133	0	0.5	0	40	0.01	779.3936	0
Scream_SW_Ragnar	0	-12.2819748	-83.31414	0	-12.2819748	-0.04501438	40	0.01	2635.433	0
Screen_Gold	-0.03035283	1.836008	-31.5277882	-0.03035283	1.836008	3.0411706	40	0.01	1094.09314	0
Screen_Red	0	1.58969617	-34.71482	0	1.58969617	1.75	40	0.01	1154.09656	0
Screen_Top_Green	0	0.8699999	-31.1689911	0	0.8699999	3.51925	40	0.01	1097.86841	0
ScytheAssault	1.68427277	0.009643555	-101.229507	1.68427277	0.009643555	1.2827816	40	0.01	3244.47144	0
ScytheAssaultShadow	-1.15802383	-1.19999981	-104.432	-1.15802383	-1.19999981	0.736124039	40	0.01	3328.52734	0
Sentry_Effect	0	0	-48.8349037	0	0	0.5760002	40	0.01	1563.83459	0
Shadow_Projectile	0	0	-48.8069725	0	0	4	40	0.01	1671.31885	0
Shadow_Projectile_EC	0	0	-48.8069725	0	0	4	40	0.01	1671.31885	0
Shadow_Projectile_GSC_Invulnerable	0	0	-48.8069725	0	0	4	40	0.01	1671.31885	0
ShieldTraitEffect_Idle	0	-1.28499985	-58.104454	0	-1.28499985	0.179001808	40	0.01	1844.64722	0
ShieldTraitEffect_Idle Emperor's Children Variant	0	-0.7535	-59.08987	0	-0.7535	0.179001808	40	0.01	1875.83521	0
ShieldTraitEffect_Idle Necron Variant	0	-1.28499985	-58.104454	0	-1.28499985	0.179001808	40	0.01	1844.64722	0
ShieldTraitEffect_Idle Sororitas Variant	0	-0.7535	-59.08987	0	-0.7535	0.179001808	40	0.01	1875.83521	0
ShieldTraitEffect_Idle TAU Variant	0	-1.28499985	-58.104454	0	-1.28499985	0.179001808	40	0.01	1844.64722	0
Shuriken_Short_Trait	0	0.154999971	-48.52636	0	0.154999971	18.69451	40	0.01	2127.5127	0
ShurikenEffect	0	-0.10248518	-19.95327	0	-0.10248518	-0.2939999	40	0.01	622.2077	0
SkorchaAttackEffect	-6.416127	-0.301238179	-42.41363	-6.416127	-0.301238179	5.172229	40	0.01	1506.07275	0
Slash Repeating 2x	0	0.500050068	-18.4898872	0	0.500050068	0.0599999428	40	0.01	587.0962	0
Slash Repeating 5x	0	0.500050068	-18.4898872	0	0.500050068	0.0599999428	40	0.01	587.0962	0
SlayEffect	0	-1.25861454	-37.3011436	0	-1.25861454	0	40	0.01	1180.5658	0
Smoke_Board	-0.147521973	1.15856647	-50.66635	-0.147521973	1.15856647	-0.09823799	40	0.01	1600.45984	0
Smoke_Explosion	3.14712524E-05	0.05000496	-77.71081	3.14712524E-05	0.05000496	1.23977661E-05	40	0.01	2459.51514	0
Sniper Target	0	0	-7.771072	0	0	0	40	0.01	245.9512	0
SniperPreEffect	0	-0.6543999	-23.7500114	0	-0.6543999	1.4000001	40	0.01	795.9874	0
Solar Beam Target	0	23.1700058	-131.05513	0	23.1700058	17.0600071	40	0.01	4687.78271	0
Sororitas Saint Custom summon	0	0	-55.4964867	0	0	0	40	0.01	1756.44067	0
Sororitas Summon Basic	0	0	-55.4684868	0	0	0.0279998779	40	0.01	1756.44067	0
Sororitas Summon Resurrect	0	0	-55.8379974	0	0	0.5055933	40	0.01	1783.25122	0
Sororitas_BladeOfFaith	0	-1.21999979	-46.5885162	0	-1.21999979	13.6120033	40	0.01	1905.32153	0
Sororitas_Destroy_Flames	0	12.1259995	-119.566231	0	12.1259995	0	40	0.01	3784.22168	0
Sororitas_Divine Intervention_ Battleground	0	6.88999939	-217.284653	0	6.88999939	2.65839	40	0.01	6961.106	0
Sororitas_Divine Intervention_Target	0	12.1259995	-119.566231	0	12.1259995	0	40	0.01	3784.22168	0
Space Wolves Summon	0	-1.55071163	-56.47254	0	-1.55071163	0.07177544	40	0.01	1789.60425	0
Space Wolves Summon OLD	0	0.02699995	-27.1987534	0	0.02699995	0	40	0.01	860.8293	0
Space Wolves Summon Wolves	0	-1.527173	-56.4249573	0	-1.527173	0.07177544	40	0.01	1788.09814	0
Spore Explosion	0	-1.09600019	-24.8674374	0	-1.09600019	0	40	0.01	787.044067	0
Spore Mine Explosion	0	-1.09600019	-24.8674374	0	-1.09600019	0	40	0.01	787.044067	0
Squig_BigChompaJaws	-3.05175781E-05	-3.05175781E-05	-1751.39868	-3.05175781E-05	-3.05175781E-05	0.289001465	40	0.01	55440.19	0
Squig_Explosion	0	0.450000763	-91.967926	0	0.450000763	0	40	0.01	2910.74683	0
Stealth_Proc	0	0.582083464	-25.4921551	0	0.582083464	0	40	0.01	806.8161	0
Stealth_Proc_Eldar	0	-0.387727261	-25.1086044	0	-0.387727261	0	40	0.01	794.676941	0
Stealth_Proc_UM	0	-1.31	-23.3132172	0	-1.31	0	40	0.01	737.853638	0
StealthEffect	0.007984519	0.175124049	-8.543633	0.007984519	0.175124049	0.113359153	40	0.01	273.990234	0
StimulateEffect	0	-1.41810036	-37.4257851	0	-1.41810036	0	40	0.01	1184.51062	0
StompEffect	0	-1.10938549	-23.3149567	0	-1.10938549	-0.00173521042	40	0.01	737.85376	0
StrikeEffect	0	0.417499661	-10.570673	0	0.417499661	-0.03999996	40	0.01	333.291443	0
StunEffect	0.345682383	1.63520956	-22.7758236	0.345682383	1.63520956	0.09758234	40	0.01	723.9338	0
StunEffect_idle	0.00354611874	0.8328527	-6.87940025	0.00354611874	0.8328527	0.597079933	40	0.01	236.627487	0
StunEffect_proc	0.496916533	2.25435066	-21.1968575	0.496916533	2.25435066	-0.210298777	40	0.01	664.2158	0
Summon_Generic	0	0.132486939	-7.94245148	0	0.132486939	-0.0394999981	40	0.01	250.125122	0
SW_Axe_Buff	0.511901855	0.8245969	-29.5957279	0.511901855	0.8245969	0.7365117	40	0.01	960.0028	0
SW_Tornado	0.0953578949	2.22491932	-48.8084641	0.0953578949	2.22491932	-0.00851678848	40	0.01	1544.498	0
Swarm Card Merge VFX	0.03100586	0.00220012665	-37.50815	0.03100586	0.00220012665	-0.206999779	40	0.01	1180.5658	0
Swarm_Trigger_OnTarget	-0.007194519	-1.12059975	-116.467163	-0.007194519	-1.12059975	0.164600372	40	0.01	3691.34668	0
Sword_10x_EC	-0.0151057243	1.16299152	-30.4362068	-0.0151057243	1.16299152	0.0380911827	40	0.01	964.4989	0
Sword_Slash_DA	1.12355375	-0.3714614	-28.7112141	1.12355375	-0.3714614	0	40	0.01	908.698	0
Sword_Slash_DA_Heavy	-0.09075117	-0.323149681	-31.0707436	-0.09075117	-0.323149681	0	40	0.01	983.3761	0
Sword_Slash_EC	-47.70183	-0.1153183	-166.671555	-47.70183	-0.1153183	-0.09331894	40	0.01	5272.13232	0
Sword_Slash_EC 3x	-47.50416	-0.162489414	-167.189133	-47.50416	-0.162489414	0	40	0.01	5291.46631	0
Sword_Slash_EC_User	0.420098782	-0.579900742	-21.7114239	0.420098782	-0.579900742	0.348363161	40	0.01	698.183167	0
Sword_Slash_EC_User 3x	0	-0.579900265	-21.9227886	0	-0.579900265	0.458363771	40	0.01	708.3542	0
Sword_Slash_EC_User 7x	0	-0.579900265	-21.8381214	0	-0.579900265	0.348363161	40	0.01	702.193054	0
Sword_Slash_EC_User Inverted	0.420098782	-0.579900742	-21.7114239	0.420098782	-0.579900742	0.348363161	40	0.01	698.183167	0
Sword_Slash_Simple	-2.14576721E-06	0.5319998	-20.1396942	-2.14576721E-06	0.5319998	-0.7119999	40	0.01	614.8785	0
Sword_Slash_User_DA	-0.5874727	0.203288555	-21.0308933	-0.5874727	0.203288555	-0.1173687	40	0.01	661.904358	0
Sword_Slash_User_DA No Tween	-0.5874727	0.203288555	-21.0308933	-0.5874727	0.203288555	-0.1173687	40	0.01	661.904358	0
SynapseEffect	0	-0.154385567	-29.1313782	0	-0.154385567	0.09826374	40	0.01	925.1061	0
SynapseEffect_NoIcon	0	0.8906145	-46.90731	0	0.8906145	-0.0017375946	40	0.01	1484.54187	0
Talent_Warmaster	0	-0.8100004	-48.5965652	0	-0.8100004	0	40	0.01	1538.06116	0
TalentEffect	0	0.0236145258	-8.964452	0	0.0236145258	0.112263441	40	0.01	287.274261	0
Tank_Shot_Small	0.325457573	0.4582057	-19.4757671	0.325457573	0.4582057	0.3794837	40	0.01	628.410461	0
Tap Blue Glow	0	0	-7.78127861	0	0	0.0287499428	40	0.01	247.184158	0
Tap Blue Glow Blink	0	0	-7.78127861	0	0	0.0287499428	40	0.01	247.184158	0
Tap Fire Eldar	0.295167446	-0.352427125	-8.710486	0.295167446	-0.352427125	0.171297669	40	0.01	281.104767	0
Tap Firepit	0.631376743	-0.0020608902	-10.5368109	0.631376743	-0.0020608902	0.6906698	40	0.01	355.3451	0
Tap Firepit 2	0.5576997	0.00158703327	-9.731797	0.5576997	0.00158703327	0.465525627	40	0.01	322.741028	0
Tap Floor Grille	0	0	-13.4523687	0	0	0.75	40	0.01	449.499084	0
Tap Green Glow	0	0	-7.78127861	0	0	0.0287499428	40	0.01	247.184158	0
Tap Hit Metal	-0.219990313	-0.633458	-3.90838265	-0.219990313	-0.633458	0.8217613	40	0.01	149.707092	0
Tap Hit Metal Red	0.104123205	-0.6775118	-4.01326847	0.104123205	-0.6775118	0.498971164	40	0.01	142.810516	0
Tap Hit Metal Small	0.0129276514	-0.713687837	-2.26420188	0.0129276514	-0.713687837	0.238428339	40	0.01	79.20721	0
Tap Monolith Left Glow	0	0	-55.9610062	0	0	0	40	0.01	1771.14258	0
Tap Monolith Right Glow	0	0	-55.9610062	0	0	0	40	0.01	1771.14258	0
Tap Plasma generator	0	0	-5.804304	0	0	0.0240000486	40	0.01	184.463409	0
Tap Red Glow Eye	0	0	-5.838574	0	0	0.0287499428	40	0.01	185.698364	0
Tap Rock	-0.0205199718	-0.702718854	-5.275516	-0.0205199718	-0.702718854	0.299900472	40	0.01	176.459625	0
Tap Squig	6.54459E-05	0.000116109848	-1.57922626	6.54459E-05	0.000116109848	0.000573217869	40	0.01	50	0
Tap squishy	0.07247883	-0.7729988	-4.590013	0.07247883	-0.7729988	0.410920918	40	0.01	158.277481	0
Tap Toxic Sludge	-0.0152533054	-1.377078	-7.284773	-0.0152533054	-1.377078	0.4049878	40	0.01	243.377731	0
Tap Toxic Sludge green	-0.0114218	-0.667561054	-5.04717541	-0.0114218	-0.667561054	0.619914532	40	0.01	179.361038	0
Tap Webway Portal	0	0	-5.804304	0	0	0.0240000486	40	0.01	184.463409	0
Tau Buff Ranged	-0.022819519	-0.5183182	-91.55251	-0.022819519	-0.5183182	-0.03999901	40	0.01	2896.333	0
Tau Coordinated Engagement	0	0.447795868	-68.9736	0	0.447795868	0	40	0.01	2182.98584	0
Tau_AerialBombardment	16.495369	44.212326	-286.5441	16.495369	44.212326	-26.4200134	40	0.01	8232.819	0
Tau_RailBombardment UNUSED	15.4328508	44.49703	-286.285858	15.4328508	44.49703	-26.4200134	40	0.01	8224.646	0
Tau_SummonCircle	0	0.03999996	-39.0742569	0	0.03999996	0	40	0.01	1236.68408	0
Tau_Vespid_laser	0	-1.31500053	-222.690613	0	-1.31500053	59.50613	40	0.01	8931.409	0
Technomancer_Buff	0	0.229000092	-17.577919	0	0.229000092	-0.0929999352	40	0.01	553.3904	0
Telepathic_Control_target	0	-1.3380003	-37.3011475	0	-1.3380003	0	40	0.01	1180.5658	0
Telepathic_Control_User	0	-1.3380003	-37.3011475	0	-1.3380003	0	40	0.01	1180.5658	0
Teleport Recall	0	-0.9083185	-39.5827637	0	-0.9083185	0	40	0.01	1252.77808	0
Teleport Trait Summon	0.1800003	-2.540001	-242.647247	0.1800003	-2.540001	0.542289734	40	0.01	7696.84766	0
Teleport Trigger Effect Quick	-0.270435333	-0.8811321	-42.9703369	-0.270435333	-0.8811321	-0.876466751	40	0.01	1332.25354	0
Thunderhawk Flyover	12.5900116	0	-185.598236	12.5900116	0	-0.1970768	40	0.01	5867.86963	0
TideEffect	0	-1.2013855	-23.4885979	0	-1.2013855	0.0532646179	40	0.01	745.0902	0
Tidewall Gunrig	0	0.3693986	-83.90224	0	0.3693986	-8.633892	40	0.01	2382.21167	0
TinyFlames	0.03084898	-0.0219461918	-12.6674061	0.03084898	-0.0219461918	0	40	0.01	400.918152	0
Toxic Vapors Damage	0	-1.31799984	-37.3011475	0	-1.31799984	0	40	0.01	1180.5658	0
Toxic Vapors Damage quick	0	-1.31799984	-37.3011475	0	-1.31799984	0	40	0.01	1180.5658	0
Toxic_Entanglement	0	-1.66800022	-37.3011475	0	-1.66800022	0	40	0.01	1180.5658	0
ToxicMiasma_Board	0.139876366	0.215405941	-57.63922	0.139876366	0.215405941	-0.07695675	40	0.01	1821.82178	0
ToxicMiasma_Venomthrope	0.494178772	1.84678745	-57.9300766	0.494178772	1.84678745	-0.6713333	40	0.01	1812.21545	0
ToxicMiasma_Warlord	0.1856823	2.472077	-56.9927864	0.1856823	2.472077	0.366978645	40	0.01	1815.41272	0
Trait_GainQuest	0	-1.3380003	-37.3011475	0	-1.3380003	0	40	0.01	1180.5658	0
TraitorsHate_Board	0	2.39315844	-35.19962	0	2.39315844	-4.76837158E-07	40	0.01	1114.05334	0
TraitorsHate_Target	-0.18254447	0.002744913	-20.1558952	-0.18254447	0.002744913	-0.496999979	40	0.01	622.1959	0
Tyranid Spawn	0	-0.8380003	-58.31588	0	-0.8380003	0	40	0.01	1845.67334	0
Tyranid_Burrow	0	-1.31799984	-32.6385	0	-1.31799984	0	40	0.01	1032.995	0
TyranidInvasion_Spawn	0	1.16099834	-52.2591629	0	1.16099834	-0.1619997	40	0.01	1648.85364	0
UM_AvengingSon	-0.0393152237	-1.47982693	-50.34944	-0.0393152237	-1.47982693	-0.0076675415	40	0.01	1593.29626	0
UM_Buff	0	-0.5803995	-21.6063557	0	-0.5803995	-0.00173544884	40	0.01	683.7772	0
UM_CardDraw	0	-1.30000019	-37.3008842	0	-1.30000019	0.0002641678	40	0.01	1180.5658	0
UM_DeathFromAbove	-3.40292358	7.01297855	-42.4754524	-3.40292358	7.01297855	2.725005	40	0.01	1430.57581	0
UM_MasterOfArcanaEffect	0	-1.30000019	-24.75572	0	-1.30000019	1.50646925	40	0.01	831.187439	0
UM_MightOfHeroesEffect	0	-0.8985014	-24.041256	0	-0.8985014	1.43051147E-06	40	0.01	760.8958	0
UM_StormravenShadow	-3.30446243	0	-67.74115	-3.30446243	0	3.00000048	40	0.01	2238.928	0
UM_StormravenShadow_Perpendicular	9.536743E-07	-0.5	-72.21629	9.536743E-07	-0.5	5	40	0.01	2443.86377	0
UM_TacticalInsight	0.03477049	-0.594323158	-22.66168	0.03477049	-0.594323158	1.85429239	40	0.01	775.920349	0
UM_Target_LockOn_Crosshair	0	0.160000086	-15.5421438	0	0.160000086	0	40	0.01	491.9024	0
Unit Freezing	0.00018787384	-1.29002571	-23.3694935	0.00018787384	-1.29002571	-1.38282776E-05	40	0.01	739.6344	0
UnstableEffect	0	-1.31000042	-58.2830544	0	-1.31000042	0	40	0.01	1844.6344	0
UnstableEffect_ExplosionExtra	0	-5.51812553	-97.52708	0	-5.51812553	0	40	0.01	3086.69141	0
UnstableEffect_WaaaghEnergy	0	-1.31000042	-58.2830544	0	-1.31000042	0	40	0.01	1844.6344	0
Uprising Trait	0	-1.46999979	-43.736908	0	-1.46999979	0	40	0.01	1384.255	0
Valkyrie Flyover Hover Dust	8.105122	-1.29999924	-178.82811	8.105122	-1.29999924	0.353345871	40	0.01	5671.01855	0
Valkyrie_MultiLaser_Hover	-45.3507462	-20.9455872	-306.270538	-45.3507462	-20.9455872	42.85911	40	0.01	11049.8076	0
Vanguard Onslaught Board	0	-0.8380003	-121.403214	0	-0.8380003	6.76588058	40	0.01	4056.49878	0
VanguardIdleEffect	0	1.619	-31.2362442	0	1.619	-1.43051147E-06	40	0.01	988.6141	0
Vortex Explosion Massive	0	0	-155.421448	0	0	0	40	0.01	4919.02441	0
Vortex Warhead Impact	-6.67572E-06	18.5205326	-75.50364	-6.67572E-06	18.5205326	0	40	0.01	2389.65869	0
VulnerableEffect	0.293808162	-0.426807761	-5.452365	0.293808162	-0.426807761	-0.0310000181	40	0.01	171.583939	0
VulnerableEffectEnd	0.54	0.496713877	-7.54649973	0.54	0.496713877	-0.0310000181	40	0.01	237.862442	0
Waaagh_Lightning	0	-1.41616821	-75.31423	0	-1.41616821	0	40	0.01	2383.664	0
