file	card_id	name	faction	ev	textA	textB	gt_from_filename	werA	werB	cerA	cerB	agree	non_speech	needs_review
VO_Tau_Empire_Shadowsun_vsKroot.ogg	TAU6	Shadowsun	TauEmpire	vskroot	Kindred, the TauVar is in your debt.	Kindred, the Tauvar is in your debt.						case-punct-only		
VO_Tau_Empire_Shadowsun_vsO'Maisos.ogg	TAU6	Shadowsun	TauEmpire	vso'maisos	I will be taking operational command now, Shasso.	I will be taking operational command now, Chasso.						content-word		1
VO_Tau_Empire_Shadowsun_wp.ogg	TAU6	Shadowsun	TauEmpire	wp	In discriminant rage must be answered with crisp precision.	Indiscriminate rage must be answered with crisp precision.						content-word		1
VO_Tau_Empire_Sky Ray Gunship - Target locked Deploying seeker missiles.ogg	TAU40	Sky Ray Gunship	TauEmpire	line	Target locked. The point seeker missiles.	Target locked. Deploying Seeker missiles.	Target locked Deploying seeker missiles	0.400		0.143		content-word		1
VO_Tau_Empire_Sniper Drone - Target identified.ogg	TAU20	Sniper Drone	TauEmpire	line	Target identified.	Target identified.	Target identified	0.000		0.000		exact		
VO_Tau_Empire_Stealth Battlesuit - Stealth field active Ready to engage.ogg	TAU26	Stealth Battlesuit	TauEmpire	line	Stealth Field active, ready to engage.	Still field active, ready to engage.	Stealth field active Ready to engage	0.000		0.000		content-word		1
VO_Tau_Empire_Stealth Drone - Activating stealth field.ogg	TAU14	Stealth Drone	TauEmpire	line	Activating Stealth Field.	Activating stealth field.	Activating stealth field	0.000		0.000		case-punct-only		
VO_Tau_Empire_Stealth Shas'ui - Stealth team in position Awaiting orders.ogg	TAU66	Burgeoning Empire	TauEmpire	line	Stealth Team in position. Awaiting orders.	Stealth team in position. Awaiting orders.	Stealth team in position Awaiting orders	0.000		0.000		case-punct-only		
VO_Tau_Empire_Stormsurge - Resistance will be met with unyielding fire.ogg	TAU_Stormsurge_Battlesuit	Stormsurge Battlesuit	TauEmpire	line	Resistance will be met with unyielding fire!	Resistance will be met with unyielding fire!	Resistance will be met with unyielding fire	0.000		0.000		exact		
VO_Tau_Empire_Strike Team - Our flame lights the way to the Greater Good.ogg	TAU28	Strike Team	TauEmpire	line	Our flame lights the way to the greater good.	Our flame lights the way to the greater good.	Our flame lights the way to the Greater Good	0.000		0.000		exact		
VO_Tau_Empire_Sun Shark Bomber - To secure the expansion we must conquer the skies.ogg	TAU44	Sun Shark Bomber	TauEmpire	line	To secure the expansion, we must conquer the skies.	To secure the expansion, we must conquer the skies.	To secure the expansion we must conquer the skies	0.000		0.000		exact		
VO_Tau_Empire_Vespid Stingwings.ogg	TAU21	Vespid Stingwings	TauEmpire	line								both-empty		1
VO_Tau_Flesh Shaper - A hunter's senses must be sharp as a butcher's knife.ogg	TAU71	Flesh Shaper	TauEmpire	line	A hunter's senses must be as sharp as the butcher's knife.	A hunter's senses must be as sharp as the butcher's knife.	A hunter's senses must be sharp as a butcher's knife	0.200		0.122		exact		
VO_Tau_Kroot Carnivore - We heed the call of the hunt.ogg	TAU_Kroot_Carnivore	Kroot Carnivore	TauEmpire	line	We heed the call of the hunt.	We heed the call of the hunt.	We heed the call of the hunt	0.000		0.000		exact		
VO_Tau_Kroot Hound - Voracious growl.ogg	TAU_Kroot_Hound	Kroot Hound	TauEmpire	line	MuaAaah.	*Baaah*	Voracious growl					content-word	stage-direction	
VO_Tau_Krootox Rampager - Show me your strength I will make it mine.ogg	TAU72	Krootox Rampager	TauEmpire	line	Show me your strength, I will make it mine.	Show me your strength. I will make it mine.	Show me your strength I will make it mine	0.000		0.000		case-punct-only		
VO_Tau_Krootox Rider - No prey can hide from us.ogg	TAU70	Krootox Rider	TauEmpire	line	No break and hide from us.	No prey can hide from us.	No prey can hide from us	0.333		0.211		content-word		1
VO_Tau_Lone-Spear - The hunt does not wait for the hunter.ogg	TAU73	Lone-spear	TauEmpire	line	The hunt does not wait for the hunter.	The hunt does not wait for the hunter!						case-punct-only		
VO_Tau_Trail Shaper - Sharpen your knives Tonight we feast.ogg	TAU_Trail_Shaper	Trail Shaper	TauEmpire	line	Dropin' your knives, tonight we feast!	Sharpen your knives tonight. We feast.	Sharpen your knives Tonight we feast	0.167		0.161		content-word		1
VO_Tau_War Shaper_attack.ogg	TAU_War_Shaper	War Shaper	TauEmpire	attack	Grrrr!	Grr!						content-word		1
VO_Tau_War Shaper_cantDo.ogg	TAU_War_Shaper	War Shaper	TauEmpire	cantdo	That is beyond my reach.	That is beyond my reach.						exact		
VO_Tau_War Shaper_concede.ogg	TAU_War_Shaper	War Shaper	TauEmpire	concede	My kin has learned to avoid futile endeavors.	My kin has learned to avoid futile endeavors.						exact		
VO_Tau_War Shaper_death.ogg	TAU_War_Shaper	War Shaper	TauEmpire	death	Uggggggggghhh!	Ugh.						content-word		1
VO_Tau_War Shaper_gen1.ogg	TAU_War_Shaper	War Shaper	TauEmpire	gen1	We hunt, we feed, and we prosper.	We hunt, we feed, and we prosper.						exact		
VO_Tau_War Shaper_gen2.ogg	TAU_War_Shaper	War Shaper	TauEmpire	gen2	With every hunt, our strength grows.	With every hunt, our strength grows.						exact		
VO_Tau_War Shaper_gen3.ogg	TAU_War_Shaper	War Shaper	TauEmpire	gen3	No ray is too great to deter us.	No ray is too great to deter us.						exact		
VO_Tau_War Shaper_gen4.ogg	TAU_War_Shaper	War Shaper	TauEmpire	gen4	Simpler to go for the head, is it not?	Simpler to go for the head, is it not?						exact		
VO_Tau_War Shaper_gen5.ogg	TAU_War_Shaper	War Shaper	TauEmpire	gen5	The hunt grows ever harder, but we adapt.	The hunt grows ever harder, but we adapt.						exact		
VO_Tau_War Shaper_gen6.ogg	TAU_War_Shaper	War Shaper	TauEmpire	gen6	A new quarry stepped into my hunting grounds.	A new quarry stepped into my hunting grounds.						exact		
VO_Tau_War Shaper_gen7.ogg	TAU_War_Shaper	War Shaper	TauEmpire	gen7	We relish the hunt.	We relish the hunt.						exact		
VO_Tau_War Shaper_greet.ogg	TAU_War_Shaper	War Shaper	TauEmpire	greet	Let us begin the ritual of predator and prey.	Let us begin the ritual of predator and prey.						exact		
VO_Tau_War Shaper_hurry.ogg	TAU_War_Shaper	War Shaper	TauEmpire	hurry	Let's move! The hunt awaits!	Let's move. The hunt awaits.						case-punct-only		
VO_Tau_War Shaper_intro.ogg	TAU_War_Shaper	War Shaper	TauEmpire	intro	The hand big gains, today we feast.	The hunt begins. Today we feast.						content-word		1
VO_Tau_War Shaper_mirror.ogg	TAU_War_Shaper	War Shaper	TauEmpire	mirror	And my blade is sharp. Let's get started.	My blade is sharp. Let's get started.						content-word		1
VO_Tau_War Shaper_threat.ogg	TAU_War_Shaper	War Shaper	TauEmpire	threat	I have your scent. You cannot escape.	I have your scent. You cannot escape.						exact		
VO_Tau_War Shaper_vsAunVa.ogg	TAU_War_Shaper	War Shaper	TauEmpire	vsaunva	Wise as you are, some things the ethereal cast can never understand.	Wise as you are, some things the ethereal cast can never understand.						exact		
VO_Tau_War Shaper_vsNecron.ogg	TAU_War_Shaper	War Shaper	TauEmpire	vsnecron	And in auspicious pray, you are strong yet lack flesh to feast on.	An inauspicious prey. You are strong yet lack flesh to feast on.						content-word		1
VO_Tau_War Shaper_vsUrsulaCreed.ogg	TAU_War_Shaper	War Shaper	TauEmpire	vsursulacreed	You humans do not understand. You feed upon weak things. We feed upon the strong.	You humans do not understand. You feed upon weak things. We feed upon the strong.						exact		
VO_Tau_War Shaper_wp.ogg	TAU_War_Shaper	War Shaper	TauEmpire	wp	You are capable. This is a worthy hunt.	You are capable. This is a worthy hunt.						exact		
VO_Tyranid_Leviathan_Barbgaunt.ogg	TL78	Barbgaunt	Leviathan	line	BOO!	*cough*						content-word		1
VO_Tyranid_Leviathan_Biovore - Low rumbling.ogg	TL14	Biovore	Leviathan	line		.	Low rumbling					b-only	stage-direction	
VO_Tyranid_Leviathan_Broodlord - Rallying scream.ogg	TL30	Broodlord	Leviathan	line	HELLO!	*Gunshot*	Rallying scream					content-word	stage-direction	
VO_Tyranid_Leviathan_Carnifex - Primal roar.ogg	TL25	Carnifex	Leviathan	line		*BOOM*	Primal roar					b-only	stage-direction	
VO_Tyranid_Leviathan_Deathleaper - Lurking in the shadows.ogg	TL26	Deathleaper	Leviathan	line		*Loud noise*	Lurking in the shadows					b-only	stage-direction	
VO_Tyranid_Leviathan_Exocrine - Thunderous stomp.ogg	TL40	Exocrine	Leviathan	line	Thank you for watching and don't forget to subscribe to our channel for more videos like this.		Thunderous stomp					a-only	stage-direction	
VO_Tyranid_Leviathan_Gargoyle - Harsh scream.ogg	TL15	Gargoyle	Leviathan	line		.	Harsh scream					b-only	stage-direction	
VO_Tyranid_Leviathan_Genestealer - Wild talon swinging.ogg	TL16	Genestealer	Leviathan	line		*thud*	Wild talon swinging					b-only	stage-direction	
VO_Tyranid_Leviathan_Harpy - Ferocious scream.ogg	TL36	Harpy	Leviathan	line		*Screams*	Ferocious scream					b-only	stage-direction	
VO_Tyranid_Leviathan_Haruspex - Discordant roar.ogg	TL41	Haruspex	Leviathan	line	RRRRGHHH	*Mario plays*	Discordant roar					content-word	stage-direction	
VO_Tyranid_Leviathan_Hive Crone - Intense screech.ogg	TL31	Hive Crone	Leviathan	line	Hive Crone	*Clapping*	Intense screech					content-word	stage-direction	
VO_Tyranid_Leviathan_Hive Guard - Heavy stomp.ogg	TL32	Hive Guard	Leviathan	line		*BOOM*	Heavy stomp					b-only	stage-direction	
VO_Tyranid_Leviathan_Hive Tyrant - Commanding roar.ogg	TL37	Hive Tyrant	Leviathan	line		*Gunshot*	Commanding roar					b-only	stage-direction	
VO_Tyranid_Leviathan_Hormagaunt - Savage growl.ogg	TL9	Hormagaunt	Leviathan	line	Hormagaunt, Leviathan.	*BOOM*	Savage growl					content-word	stage-direction	
VO_Tyranid_Leviathan_Lictor - Rising talons menacingly.ogg	TL19	Lictor	Leviathan	line		*Burr*	Rising talons menacingly					b-only	stage-direction	
VO_Tyranid_Leviathan_Maleceptor - Malignant bellow.ogg	TL39	Maleceptor	Leviathan	line			Malignant bellow					both-empty	stage-direction	
VO_Tyranid_Leviathan_Mawloc - Gutwrenching scream.ogg	TL27	Mawloc	Leviathan	line	AAAAAAAAAA	*Mario plays*	Gutwrenching scream					content-word	stage-direction	
VO_Tyranid_Leviathan_Mucolid Spore - Noxious humming B.ogg	TL10	Mucolid Spore	Leviathan	line		*crunch*	Noxious humming B					b-only	stage-direction	
VO_Tyranid_Leviathan_Neurogaunt Nodebeast- Low growl.ogg	TL11	Neurogaunt Nodebeast	Leviathan	line		*Gunshot*						b-only		1
VO_Tyranid_Leviathan_Neurogaunt.ogg	TL77	Neurogaunt	Leviathan	line	Neurogaunt.	*Screams*						content-word		1
VO_Tyranid_Leviathan_Neuroloid.ogg	TL76	Neuroloid	Leviathan	line		*thud*						b-only		1
VO_Tyranid_Leviathan_Neurothrope_attack.ogg	TL1	Neurothrope	Leviathan	attack	Pfft!	*pfff*						content-word		1
VO_Tyranid_Leviathan_Neurothrope_cant.ogg	TL1	Neurothrope	Leviathan	cantdo	...	*laughter*						content-word		1
VO_Tyranid_Leviathan_Neurothrope_concede.ogg	TL1	Neurothrope	Leviathan	concede	RRRRRRRRRRRRRRRR	*Screams*						content-word		1
VO_Tyranid_Leviathan_Neurothrope_death.ogg	TL1	Neurothrope	Leviathan	death		*Screams*						b-only		1
VO_Tyranid_Leviathan_Neurothrope_gen1.ogg	TL1	Neurothrope	Leviathan	gen1		Yeah.						b-only		1
VO_Tyranid_Leviathan_Neurothrope_gen2.ogg	TL1	Neurothrope	Leviathan	gen2		*laughter*						b-only		1
VO_Tyranid_Leviathan_Neurothrope_gen3.ogg	TL1	Neurothrope	Leviathan	gen3		*Loud noise*						b-only		1
VO_Tyranid_Leviathan_Neurothrope_gen4.ogg	TL1	Neurothrope	Leviathan	gen4		*laughter*						b-only		1
VO_Tyranid_Leviathan_Neurothrope_gen5.ogg	TL1	Neurothrope	Leviathan	gen5		*crickets*						b-only		1
VO_Tyranid_Leviathan_Neurothrope_gen6.ogg	TL1	Neurothrope	Leviathan	gen6	RAAAAAAAAAAAAAAAAA	*crowd cheers*						content-word		1
VO_Tyranid_Leviathan_Neurothrope_gen7.ogg	TL1	Neurothrope	Leviathan	gen7								both-empty		1
VO_Tyranid_Leviathan_Neurothrope_greet.ogg	TL1	Neurothrope	Leviathan	greet	I	*Loud cluck*						content-word		1
VO_Tyranid_Leviathan_Neurothrope_hurry.ogg	TL1	Neurothrope	Leviathan	hurry		.						b-only		1
VO_Tyranid_Leviathan_Neurothrope_intro.ogg	TL1	Neurothrope	Leviathan	intro	www.AllSubs.org	*crickets*						content-word		1
VO_Tyranid_Leviathan_Neurothrope_mirror.ogg	TL1	Neurothrope	Leviathan	mirror								both-empty		1
VO_Tyranid_Leviathan_Neurothrope_threat.ogg	TL1	Neurothrope	Leviathan	threat	RRRRRRRRRR!	*crowd cheers*						content-word		1
VO_Tyranid_Leviathan_Neurothrope_wp.ogg	TL1	Neurothrope	Leviathan	wp	Rrrrrrrrrr	*throwing*						content-word		1
VO_Tyranid_Leviathan_Neurotyrant.ogg	TL82	Neurotyrant	Leviathan	line	EDITED-SF-MGN-DQ	.						content-word		1
VO_Tyranid_Leviathan_Norn Emissary.ogg	TL83	Norn Emissary	Leviathan	line	AHHHHHHHHH	*Dramatic Music*						content-word		1
VO_Tyranid_Leviathan_Psychophage.ogg	TL80	Psychophage	Leviathan	line	RAAAAAAAAAAAHHHHHHHHH	*Screams*						content-word		1
VO_Tyranid_Leviathan_Pyrovore - Brooding grumble.ogg	TL17	Pyrovore	Leviathan	line		.	Brooding grumble					b-only	stage-direction	
VO_Tyranid_Leviathan_Ravener - Piercing roar.ogg	TL20	Ravener	Leviathan	line	RRRRRRRRRRR!	*BOOM*	Piercing roar					content-word	stage-direction	
VO_Tyranid_Leviathan_Ripper Swarm - Discordant chirrup.ogg	TL7	Ripper Swarm	Leviathan	line	Ripper Swarm, Leviathan.	*laughter*	Discordant chirrup					content-word	stage-direction	
VO_Tyranid_Leviathan_Spore Mine - Low Humming B.ogg	TL8	Spore Mine	Leviathan	line			Low Humming B					both-empty	stage-direction	
VO_Tyranid_Leviathan_Sporocyst - Reverberating thrum.ogg	TL21	Sporocyst	Leviathan	line		*Burps*	Reverberating thrum					b-only	stage-direction	
VO_Tyranid_Leviathan_Stranded Termagant - Enraged screech.ogg	TL12	Stranded Termagant	Leviathan	line		*Screams*	Enraged screech					b-only	stage-direction	
VO_Tyranid_Leviathan_Swarmlord_attack.ogg	TL3	SwarmLord	Leviathan	attack	WAH!	*painful*						content-word		1
VO_Tyranid_Leviathan_Swarmlord_cant.ogg	TL3	SwarmLord	Leviathan	cantdo	Rrrrrr!	*painful sound*						content-word		1
VO_Tyranid_Leviathan_Swarmlord_concede.ogg	TL3	SwarmLord	Leviathan	concede		*Gunshot*						b-only		1
VO_Tyranid_Leviathan_Swarmlord_death.ogg	TL3	SwarmLord	Leviathan	death		.						b-only		1
VO_Tyranid_Leviathan_Swarmlord_gen1.ogg	TL3	SwarmLord	Leviathan	gen1	Rrrrrrrrrrrrrrrrrrrrrrrr!	*Mario grunts*						content-word		1
VO_Tyranid_Leviathan_Swarmlord_gen2.ogg	TL3	SwarmLord	Leviathan	gen2	And I'm going to show you that.  Cool.  I'm going to show you that.  Good.  Thank you and have a great day.  Thank you.  Bye.  Bye.  Bye.  Bye.  Bye.  Bye.  Bye.  Bye.  Bye.  Bye.  Bye.  Bye.  Bye.  Bye.  Go!  Bye.  Go!  Bye.  Bye.  Bye.  Bye.  Bye.  Bye.	.						content-word		1
VO_Tyranid_Leviathan_Swarmlord_gen3.ogg	TL3	SwarmLord	Leviathan	gen3		*thud*						b-only		1
VO_Tyranid_Leviathan_Swarmlord_gen4.ogg	TL3	SwarmLord	Leviathan	gen4		*throwing*						b-only		1
VO_Tyranid_Leviathan_Swarmlord_gen5.ogg	TL3	SwarmLord	Leviathan	gen5	I'm a captain's advocate for a long time.  It's really great to see you.							a-only		1
VO_Tyranid_Leviathan_Swarmlord_gen6.ogg	TL3	SwarmLord	Leviathan	gen6		*Gunshot*						b-only		1
VO_Tyranid_Leviathan_Swarmlord_gen7.ogg	TL3	SwarmLord	Leviathan	gen7	Roooooooo!	.						content-word		1
VO_Tyranid_Leviathan_Swarmlord_greet.ogg	TL3	SwarmLord	Leviathan	greet		.						b-only		1
VO_Tyranid_Leviathan_Swarmlord_hurry.ogg	TL3	SwarmLord	Leviathan	hurry	SwarmLord.	*poof*						content-word		1
VO_Tyranid_Leviathan_Swarmlord_intro.ogg	TL3	SwarmLord	Leviathan	intro	ROAR!	*Logs*						content-word		1
VO_Tyranid_Leviathan_Swarmlord_mirror.ogg	TL3	SwarmLord	Leviathan	mirror	Rrrrrr!	Oh!						content-word		1
VO_Tyranid_Leviathan_Swarmlord_threat.ogg	TL3	SwarmLord	Leviathan	threat		*Gunshot*						b-only		1
VO_Tyranid_Leviathan_Swarmlord_wp.ogg	TL3	SwarmLord	Leviathan	wp		.						b-only		1
VO_Tyranid_Leviathan_Termagant - Hungry snarl.ogg	TL13	Termagant	Leviathan	line		*throwing*	Hungry snarl					b-only	stage-direction	
VO_Tyranid_Leviathan_Termagant Brood.ogg	TL79	Termagant Brood	Leviathan	line		*Gunshot*						b-only		1
VO_Tyranid_Leviathan_Tervigon_attack.ogg	TL5	Tervigon	Leviathan	attack								both-empty		1
VO_Tyranid_Leviathan_Tervigon_cant.ogg	TL5	Tervigon	Leviathan	cantdo	Tervigon, Leviathan.	*BOOM*						content-word		1
VO_Tyranid_Leviathan_Tervigon_concede.ogg	TL5	Tervigon	Leviathan	concede	AAAAAAAAAAAAAAAAAAAAAAA	*Gunshot*						content-word		1
VO_Tyranid_Leviathan_Tervigon_death.ogg	TL5	Tervigon	Leviathan	death	RRRRRRRRRRRR!	*Screams*						content-word		1
VO_Tyranid_Leviathan_Tervigon_gen1.ogg	TL5	Tervigon	Leviathan	gen1		.						b-only		1
VO_Tyranid_Leviathan_Tervigon_gen2.ogg	TL5	Tervigon	Leviathan	gen2	RRRRRRRRRRRRRR							a-only		1
VO_Tyranid_Leviathan_Tervigon_gen3.ogg	TL5	Tervigon	Leviathan	gen3	Hi, I'm Leviathan.	I'll see you next time.						content-word		1
VO_Tyranid_Leviathan_Tervigon_gen4.ogg	TL5	Tervigon	Leviathan	gen4		*throwing*						b-only		1
VO_Tyranid_Leviathan_Tervigon_gen5.ogg	TL5	Tervigon	Leviathan	gen5		*throwing*						b-only		1
VO_Tyranid_Leviathan_Tervigon_gen6.ogg	TL5	Tervigon	Leviathan	gen6	HMMMMMMMMMMMMM	.						content-word		1
VO_Tyranid_Leviathan_Tervigon_gen7.ogg	TL5	Tervigon	Leviathan	gen7	No	*Screams*						content-word		1
VO_Tyranid_Leviathan_Tervigon_greet.ogg	TL5	Tervigon	Leviathan	greet		*Gunshot*						b-only		1
VO_Tyranid_Leviathan_Tervigon_hurry.ogg	TL5	Tervigon	Leviathan	hurry		*BOOM*						b-only		1
VO_Tyranid_Leviathan_Tervigon_intro.ogg	TL5	Tervigon	Leviathan	intro		*Burr*						b-only		1
VO_Tyranid_Leviathan_Tervigon_mirror.ogg	TL5	Tervigon	Leviathan	mirror		*Burps*						b-only		1
VO_Tyranid_Leviathan_Tervigon_threat.ogg	TL5	Tervigon	Leviathan	threat	HELLO!	*Groans*						content-word		1
VO_Tyranid_Leviathan_Tervigon_wp.ogg	TL5	Tervigon	Leviathan	wp		.						b-only		1
VO_Tyranid_Leviathan_Tyranid Prime - Threatening roar.ogg	TL22	Tyranid Prime	Leviathan	line	MMMMMMMMMMMMMMMM	*Burr*	Threatening roar					content-word	stage-direction	
VO_Tyranid_Leviathan_Tyranid Warrior - Intimidating growl.ogg	TL18	Tyranid Warrior	Leviathan	line	Welcome to the	*Burr*	Intimidating growl					content-word	stage-direction	
VO_Tyranid_Leviathan_Tyrannocyte - Viscous gurgle.ogg	TL34	Tyrannocyte	Leviathan	line		*throwing*	Viscous gurgle					b-only	stage-direction	
VO_Tyranid_Leviathan_Tyrannofex - Fiery bellow.ogg	TL43	Tyrannofex	Leviathan	line		*throwing*	Fiery bellow					b-only	stage-direction	
VO_Tyranid_Leviathan_Tyrant Guard - Challenging roar.ogg	TL28	Tyrant Guard	Leviathan	line		*Gunshot*	Challenging roar					b-only	stage-direction	
VO_Tyranid_Leviathan_Venomthrope - Twirling tendrils.ogg	TL23	Venomthrope	Leviathan	line	Oh	*crunch*	Twirling tendrils					content-word	stage-direction	
VO_Tyranid_Leviathan_Von Ryan's Leaper - Pack call.ogg	TL24	Von Ryans Leaper	Leviathan	line		*Gunshot*	Pack call					b-only	stage-direction	
VO_Tyranid_Leviathan_Winged Tyranid Prime_attack.ogg	TL22	Tyranid Prime	Leviathan	attack		*gunshot*						b-only		1
VO_Tyranid_Leviathan_Winged Tyranid Prime_cant.ogg	TL22	Tyranid Prime	Leviathan	cantdo	HELLO!	Yeah!						content-word		1
VO_Tyranid_Leviathan_Winged Tyranid Prime_concede.ogg	TL22	Tyranid Prime	Leviathan	concede		*Dramatic music*						b-only		1
VO_Tyranid_Leviathan_Winged Tyranid Prime_death.ogg	TL22	Tyranid Prime	Leviathan	death		*Gunshot*						b-only		1
VO_Tyranid_Leviathan_Winged Tyranid Prime_gen1.ogg	TL22	Tyranid Prime	Leviathan	gen1	Hi, I'm Leviathan.	*Gunshot*						content-word		1
VO_Tyranid_Leviathan_Winged Tyranid Prime_gen2.ogg	TL22	Tyranid Prime	Leviathan	gen2		*BOOM*						b-only		1
VO_Tyranid_Leviathan_Winged Tyranid Prime_gen3.ogg	TL22	Tyranid Prime	Leviathan	gen3		*Dramatic Music*						b-only		1
VO_Tyranid_Leviathan_Winged Tyranid Prime_greet.ogg	TL22	Tyranid Prime	Leviathan	greet		*Gunshot*						b-only		1
VO_Tyranid_Leviathan_Winged Tyranid Prime_hurry.ogg	TL22	Tyranid Prime	Leviathan	hurry	RRRRRRRRRRRRRRR!	*outro music*						content-word		1
VO_Tyranid_Leviathan_Winged Tyranid Prime_intro.ogg	TL22	Tyranid Prime	Leviathan	intro	HELLO!	*Gunshot*						content-word		1
VO_Tyranid_Leviathan_Winged Tyranid Prime_mirror.ogg	TL22	Tyranid Prime	Leviathan	mirror	The Voice Line of Tyranid Prime	*Mario's Outro*						content-word		1
VO_Tyranid_Leviathan_Winged Tyranid Prime_threat.ogg	TL22	Tyranid Prime	Leviathan	threat		*Gunshot*						b-only		1
VO_Tyranid_Leviathan_Winged Tyranid Prime_wp.ogg	TL22	Tyranid Prime	Leviathan	wp	Waaaaaahhh!	.						content-word		1
VO_Tyranid_Leviathan_Winged Tyrant - Deafening scream.ogg	TL42	Winged Tyrant	Leviathan	line		*Screams*	Deafening scream					b-only	stage-direction	
VO_Tyranid_Leviathan_Zoanthrope - Psychic humming.ogg	TL29	Zoanthrope	Leviathan	line			Psychic humming					both-empty	stage-direction	
VO_UM_2nd Company Terminator - Your fall will echo through the battlefield.wav	UM83	1st Company Terminator	Ultramarines	line	Your fall will echo through the battlefield.	Your fall will echo through the battlefield.	Your fall will echo through the battlefield	0.000		0.000		exact		
VO_UM_7th Company Bikes - Temper your speed with faith and flame.ogg	UM16	7th Company Bike	Ultramarines	line	Temper your speed with faith and flame!	Temper your speed with faith and flame!	Temper your speed with faith and flame	0.000		0.000		exact		
VO_UM_Aggresor Sergeant - No foe can stand in our wake.ogg	UM_Aggressor_Sergeant	Aggressor Sergeant	Ultramarines	line	No foe can stand in our wake!	No foe can stand in our wake.	No foe can stand in our wake	0.000		0.000		case-punct-only		
VO_UM_Antaro Chronus - Make the engines roar Its time to scour this battlefield.ogg	UM_Antaro_Chronus	Antaro Chronus	Ultramarines	line	Make the engines roar. It's time to scour this battlefield.	Make the engines roar! It's time to scour this battlefield!	Make the engines roar Its time to scour this battlefield					case-punct-only	stage-direction	
VO_UM_Apothecary Polixis - The Emperor's work must be safeguarded.ogg	UM30	Apothecary Polixis	Ultramarines	line	The Emperor's work must be safeguarded.	The Emperor's work must be safeguarded.	The Emperor's work must be safeguarded	0.000		0.000		exact		
VO_UM_Assault Centurion - My armour is infused with the Emperors will.ogg	UM_Assault_Centurion	Assault Centurion	Ultramarines	line	My armor is infused with the Emperor's will.	My armor is infused with the Emperor's will.	My armour is infused with the Emperors will	0.250		0.028		exact		
VO_UM_Assault Intercessor - The Emperor guides us to victory.ogg	UM12	Assault Intercessor	Ultramarines	line	The Emperor guides us to victory!	The Emperor guides us to victory!	The Emperor guides us to victory	0.000		0.000		exact		
VO_UM_Attack Bike - For Guilliman and the Emperor!.wav	UM77	Attack Bike	Ultramarines	line	For Gilliman and the Emperor!	For Gilliman and the Emperor!	For Guilliman and the Emperor!	0.200		0.040		exact		
VO_UM_Bladeguard Ancient - Fight well and your names shall leave on ever after in glory!.wav	UM87	Bladeguard Ancient	Ultramarines	line	Fight well, and your name shall live on ever after in glory.	Fight well, and your name shall live on ever after in glory.	Fight well and your names shall leave on ever after in glory!	0.167		0.061		exact		
VO_UM_Bladeguard Lieutenant - Draw your blade for the Primarch.ogg	UM34	Bladeguard Veteran	Ultramarines	line	DRAW YOUR BLADE FOR THE PRIME ARC!	Draw your blade for the Primark!	Draw your blade for the Primarch	0.333		0.074		content-word		1
VO_UM_Bladeguard Sergeant- Your defiance will end under Ultramar's steel.ogg	UM87	Bladeguard Ancient	Ultramarines	line	Your defiance will end under Ultramar's steel.	Your defiance will end under Ultramar's steel.						exact		
VO_UM_Brutalis Dreadnought - I have embraced death to deliver it with every step!.wav	UM91	Brutalis Dreadnought	Ultramarines	line	Have embraced death to deliver it with every step.	I have embraced death to deliver it with every step.	I have embraced death to deliver it with every step!	0.100		0.024		content-word		1
VO_UM_Calgar_attack.ogg	UM1	Marneus Calgar	Ultramarines	attack	Huh!	HUH!						case-punct-only		
VO_UM_Calgar_cantDo.ogg	UM1	Marneus Calgar	Ultramarines	cantdo	I can't do that!	I can't do that!						exact		
VO_UM_Calgar_concede.ogg	UM1	Marneus Calgar	Ultramarines	concede	May our sacrifice be worthy of the Emperor.	May our sacrifice be worthy of the Emperor.						exact		
VO_UM_Calgar_death.ogg	UM1	Marneus Calgar	Ultramarines	death	FUERGH!	FAAAHHHHHHHHHHHHH!						content-word		1
VO_UM_Calgar_gen1.ogg	UM1	Marneus Calgar	Ultramarines	gen1	Let us cleanse this place, brothers!	Let us cleanse this place, brothers.						case-punct-only		
VO_UM_Calgar_gen2.ogg	UM1	Marneus Calgar	Ultramarines	gen2	Battles like this are what I was made for.	Battles like this are what I was made for.						exact		
VO_UM_Calgar_gen3.ogg	UM1	Marneus Calgar	Ultramarines	gen3	Have you lost your taste for battle?	Have you lost your taste for battle?						exact		
VO_UM_Calgar_gen4.ogg	UM1	Marneus Calgar	Ultramarines	gen4	It is not a question of honor, but of duty.	It is not a question of honor, but of duty.						exact		
VO_UM_Calgar_gen5.ogg	UM1	Marneus Calgar	Ultramarines	gen5	When an Ultramarine bleeds, so does the chapter.	When an ultramarine bleeds, so does the chapter.						case-punct-only		
VO_UM_Calgar_gen6.ogg	UM1	Marneus Calgar	Ultramarines	gen6	Regret is the most worthless emotion.	Regret is the most worthless emotion.						exact		
VO_UM_Calgar_gen7.ogg	UM1	Marneus Calgar	Ultramarines	gen7	I look unkindly upon unnecessary heroics.	I look unkindly upon unnecessary heroics.						exact		
VO_UM_Calgar_greet.ogg	UM1	Marneus Calgar	Ultramarines	greet	Throne be with us this battle.	Throne be with us this battle.						exact		
VO_UM_Calgar_hurry.ogg	UM1	Marneus Calgar	Ultramarines	hurry	Brothers! Back to the Coles for us!	Brothers, battle calls for us!						content-word		1
