file	card_id	name	faction	ev	text	avg_logprob	no_speech_prob	duration_s	elapsed_s	gt_from_filename	retry_no_vad	repaired	clean_flag
VO_Tau_Empire_Aun'va_vsGrukk.ogg	TAU1	Aun'Va	TauEmpire	vsgrukk	Old foes and largely predictable.	0.0	0.0	3.003	1.44		0		
VO_Tau_Empire_Aun'va_vsHexscorn.ogg	TAU1	Aun'Va	TauEmpire	vshexscorn	The rift shadows will never extinguish our flame.	0.0	0.0	3.676	1.46		0		
VO_Tau_Empire_Aun'va_vsKrootShaper.ogg	TAU1	Aun'Va	TauEmpire	vskrootshaper	Your kind clearly has impulse control issues that must be tempered.	0.0	0.0	4.509	1.49		0		
VO_Tau_Empire_Aun'va_vsO'Maisos.ogg	TAU1	Aun'Va	TauEmpire	vso'maisos	Let none doubt that the TauEmpire will bring unity to all.	0.0	0.0	4.854	1.57		0		
VO_Tau_Empire_Aun'va_vsShadowsun.ogg	TAU1	Aun'Va	TauEmpire	vsshadowsun	You are a sight to behold, Commander Shadowson.	0.0	0.0	3.136	1.48		0		
VO_Tau_Empire_Aun'va_vsTervigon.ogg	TAU1	Aun'Va	TauEmpire	vstervigon	I fear your species has no place within the embrace of the greater good.	0.0	0.0	4.3	1.51		0		
VO_Tau_Empire_Aun'va_wp.ogg	TAU1	Aun'Va	TauEmpire	wp	A wise decision, perhaps there was some basis to your bluster.	0.0	0.0	4.23	1.48		0		
VO_Tau_Empire_Breacher Shas'ui - All that we do is for the Greater Good.ogg	TAU66	Burgeoning Empire	TauEmpire	line	All that we do is for the greater good.	0.0	0.0	2.614	1.43	All that we do is for the Greater Good	0		
VO_Tau_Empire_Broadside Battlesuit - Broadside deployed Ready to deliver the Mont'ka.ogg	TAU30	Broadside Battlesuit	TauEmpire	line	Broadside Deployed, ready to deliver the Montcarr.	0.0	0.0	3.61	1.5	Broadside deployed Ready to deliver the Mont'ka	0		
VO_Tau_Empire_Cadre Fireblade - We fight for the Greater Good And we will triumph.ogg	TAU35	Cadre Fireblade	TauEmpire	line	We fight for the greater good, and we will triumph.	0.0	0.0	3.287	1.43	We fight for the Greater Good And we will triumph	0		
VO_Tau_Empire_Coldstar Battlesuit - Bright burns the light of the T’au Empire.ogg	TAU38	Coldstar Battlesuit	TauEmpire	line	Bright burns the light of the TauEmpire.	0.0	0.0	2.958	1.45	Bright burns the light of the T’au Empire	0		
VO_Tau_Empire_Commander O'Maisos_attack.ogg	TAU4	Commander O'Maisos	TauEmpire	attack	Huh!	0.0	0.0	0.392	1.32		1		
VO_Tau_Empire_Commander O'Maisos_cantDo.ogg	TAU4	Commander O'Maisos	TauEmpire	cantdo	That cannot be allowed.	0.0	0.0	1.347	1.36		0		
VO_Tau_Empire_Commander O'Maisos_concede.ogg	TAU4	Commander O'Maisos	TauEmpire	concede	Duty can leave deep scars.	0.0	0.0	2.274	1.36		0		
VO_Tau_Empire_Commander O'Maisos_death.ogg	TAU4	Commander O'Maisos	TauEmpire	death	Arrgh!	0.0	0.0	1.965	2.71		1		
VO_Tau_Empire_Commander O'Maisos_gen1.ogg	TAU4	Commander O'Maisos	TauEmpire	gen1	Your weakness is already exposed.	0.0	0.0	2.486	1.39		0		
VO_Tau_Empire_Commander O'Maisos_gen2.ogg	TAU4	Commander O'Maisos	TauEmpire	gen2	Our war serves a greater good, not vengeance or spite.	0.0	0.0	4.883	1.53		0		
VO_Tau_Empire_Commander O'Maisos_gen3.ogg	TAU4	Commander O'Maisos	TauEmpire	gen3	We need extreme solutions. There is no other path.	0.0	0.0	3.218	1.43		0		
VO_Tau_Empire_Commander O'Maisos_gen4.ogg	TAU4	Commander O'Maisos	TauEmpire	gen4	All will be brought to the greater good.	0.0	0.0	2.12	1.44		0		
VO_Tau_Empire_Commander O'Maisos_gen5.ogg	TAU4	Commander O'Maisos	TauEmpire	gen5	O'Kondras, primed for Monca.	0.0	0.0	2.195	1.45		0		
VO_Tau_Empire_Commander O'Maisos_gen6.ogg	TAU4	Commander O'Maisos	TauEmpire	gen6	Any student of Kalyan knows the value of patience.	0.0	0.0	3.48	1.45		0		
VO_Tau_Empire_Commander O'Maisos_gen7.ogg	TAU4	Commander O'Maisos	TauEmpire	gen7	This is the surest path to victory.	0.0	0.0	2.318	1.4		0		
VO_Tau_Empire_Commander O'Maisos_greet.ogg	TAU4	Commander O'Maisos	TauEmpire	greet	I greet you. May I encounter thee for the greater good.	0.0	0.0	3.341	1.48		0		
VO_Tau_Empire_Commander O'Maisos_hurry.ogg	TAU4	Commander O'Maisos	TauEmpire	hurry	Time is short. We must act.	0.0	0.0	1.846	1.38		0		
VO_Tau_Empire_Commander O'Maisos_intro.ogg	TAU4	Commander O'Maisos	TauEmpire	intro	Talks have failed. We have no choice but to fight.	0.0	0.0	2.974	1.43		0		
VO_Tau_Empire_Commander O'Maisos_mirror.ogg	TAU4	Commander O'Maisos	TauEmpire	mirror	We must walk the path to the greater good, no matter the cost.	0.0	0.0	3.811	1.47		0		
VO_Tau_Empire_Commander O'Maisos_threat.ogg	TAU4	Commander O'Maisos	TauEmpire	threat	Such transgression cannot go unpunished.	0.0	0.0	2.55	1.38		0		
VO_Tau_Empire_Commander O'Maisos_vsAun'Va.ogg	TAU4	Commander O'Maisos	TauEmpire	vsaun'va	It shall be so, Honoured One.	0.0	0.0	2.238	1.39		0		
VO_Tau_Empire_Commander O'Maisos_vsKeltoc.ogg	TAU4	Commander O'Maisos	TauEmpire	vskeltoc	Your race had a chance to craft a better universe, and you squandered it!	0.0	0.0	5.234	1.6		0		
VO_Tau_Empire_Commander O'Maisos_vsSM.ogg	TAU4	Commander O'Maisos	TauEmpire	vssm	I pity your ignorance, yet I must stop your murderous ways.	0.0	0.0	3.738	1.5		0		
VO_Tau_Empire_Commander O'Maisos_vsShadowsun.ogg	TAU4	Commander O'Maisos	TauEmpire	vsshadowsun	Supreme Commander, your presence here is unexpected.	0.0	0.0	3.454	1.42		0		
VO_Tau_Empire_Commander O'Maisos_vsSwarmlord.ogg	TAU4	Commander O'Maisos	TauEmpire	vsswarmlord	Clearly, your kind does not respond to reason.	0.0	0.0	3.066	1.4		0		
VO_Tau_Empire_Commander O'Maisos_vsZagstruk.ogg	TAU4	Commander O'Maisos	TauEmpire	vszagstruk	Only annihilation befits your barbaric species.	0.0	0.0	3.581	1.45		0		
VO_Tau_Empire_Commander O'Maisos_wp.ogg	TAU4	Commander O'Maisos	TauEmpire	wp	Our unity of purpose will see us through this trial.	0.0	0.0	3.11	1.44		0		
VO_Tau_Empire_Crisis Battlesuit - We will deliver the killing blow.ogg	TAU15	Crisis Battlesuit	TauEmpire	line	We will deliver the killing blow.	0.0	0.0	2.43	1.37	We will deliver the killing blow	0		
VO_Tau_Empire_Crisis Bodyguard - To fight for the Greater Good is our duty and our privilege.ogg	TAU22	Crisis Bodyguard	TauEmpire	line	To fight for the greater good is out duty and out privilege.	0.0	0.0	3.542	1.49	To fight for the Greater Good is our duty and our privilege	0		
VO_Tau_Empire_DS8 Support Turret - Calculating enemy trajectory.ogg	TAU18	DS8 Support Turret	TauEmpire	line	Calculating enemy trajectory.	0.0	0.0	1.935	1.37	Calculating enemy trajectory	0		
VO_Tau_Empire_Darkstrider - Study the enemy's vulnerabilities and exploit them.ogg	TAU16	Darkstrider	TauEmpire	line	Study the enemy's vulnerabilities and exploit them.	0.0	0.0	3.444	1.42	Study the enemy's vulnerabilities and exploit them	0		
VO_Tau_Empire_Devilfish - Strike at the heart of the enemy.ogg	TAU31	Devilfish	TauEmpire	line	Strike at the heart of the enemy.	0.0	0.0	1.766	1.37	Strike at the heart of the enemy	0		
VO_Tau_Empire_Enforcer Battlesuit - Launch protocols initiated.ogg	TAU36	Enforcer Battlesuit	TauEmpire	line	Launch Protocols initiated.	0.0	0.0	1.914	1.38	Launch protocols initiated	0		
VO_Tau_Empire_Fire Warrior - Fire on my signal.ogg	TAU9	Fire Warrior	TauEmpire	line	Fire on my signal.	0.0	0.0	1.263	1.45	Fire on my signal	0		
VO_Tau_Empire_Fire Warrior Breacher - The Greater Good brooks no obstacle.ogg	TAU_Breacher_Fire_Warrior	Breacher Fire Warrior	TauEmpire	line	The greater Goward Brooks, no obstacle.	0.0	0.0	2.563	1.44	The Greater Good brooks no obstacle	0		
VO_Tau_Empire_Firesight Marksman - I guide the Fire Caste's fury.ogg	TAU32	Firesight Marksman	TauEmpire	line	I guide the fire cast fury.	0.0	0.0	2.422	1.41	I guide the Fire Caste's fury	0		
VO_Tau_Empire_Guardian Drone - Projecting energy field.ogg	TAU8	Guardian Drone	TauEmpire	line	Projecting energy field.	0.0	0.0	1.63	1.43	Projecting energy field	0		
VO_Tau_Empire_Gun Drone - Weapons systems charged.ogg	TAU10	Gun Drone	TauEmpire	line	Weapon systems charged.	0.0	0.0	1.839	1.45	Weapons systems charged	0		
VO_Tau_Empire_Hammerhead - The time of diplomacy is over Now comes the time of fire.ogg	TAU37	Hammerhead	TauEmpire	line	The time of diplomacy is over, now comes the time of fire.	0.0	0.0	4.698	1.49	The time of diplomacy is over Now comes the time of fire	0		
VO_Tau_Empire_Honoured Ethereal - With courage and discipline we shall stand victorious.ogg	TAU24	Honoured Ethereal	TauEmpire	line	With courage and discipline, we shall stand victorious.	0.0	0.0	3.621	1.43	With courage and discipline we shall stand victorious	0		
VO_Tau_Empire_Longstrike - No foe can withstand the precise application of superior firepower.ogg	TAU41	Longstrike	TauEmpire	line	No folk can withstand the precise application of superior firepower.	0.0	0.0	4.73	1.45	No foe can withstand the precise application of superior firepower	0		
VO_Tau_Empire_Marker Drone - Gathering targetting information.ogg	TAU11	Marker Drone	TauEmpire	line	Gathering targeting information.	0.0	0.0	2.033	1.32	Gathering targetting information	0		
VO_Tau_Empire_Missile Drone - Targeting matrix calculated.ogg	TAU12	Missile Drone	TauEmpire	line	Targeting Matrix Calculated.	0.0	0.0	1.801	1.37	Targeting matrix calculated	0		
VO_Tau_Empire_Pathfinder - Optimal target marked for elimination.ogg	TAU13	Pathfinder	TauEmpire	line	Optimal target, marked for elimination.	0.0	0.0	2.461	1.4	Optimal target marked for elimination	0		
VO_Tau_Empire_Piranha - Surveilling engagement area.ogg	TAU25	Piranha	TauEmpire	line	Surveiling engagement area.	0.0	0.0	1.914	1.32	Surveilling engagement area	0		
VO_Tau_Empire_Razorshark Fighter - The Air Caste bring fire from the skies.ogg	TAU66	Burgeoning Empire	TauEmpire	line	The air cast bring fire from the skies.	0.0	0.0	2.962	1.38	The Air Caste bring fire from the skies	0		
VO_Tau_Empire_Riptide Battlesuit - I am here to end this conflict.ogg	TAU42	Riptide Battlesuit	TauEmpire	line	I'm here to end this conflict.	0.0	0.0	2.518	1.35	I am here to end this conflict	0		
VO_Tau_Empire_Shadowsun_Backup.ogg	TAU6	Shadowsun	TauEmpire	backup	Any decision can be the stone that starts the avalanche.	0.0	0.0	3.76	1.44		0		
VO_Tau_Empire_Shadowsun_attack.ogg	TAU6	Shadowsun	TauEmpire	attack	UGH!	0.0	0.0	0.541	1.31		1		
VO_Tau_Empire_Shadowsun_cantDo.ogg	TAU6	Shadowsun	TauEmpire	cantdo	An impossibility.	0.0	0.0	1.389	1.33		0		
VO_Tau_Empire_Shadowsun_concede.ogg	TAU6	Shadowsun	TauEmpire	concede	A non-viable approach. Converge at the established point.	0.0	0.0	4.152	1.46		0		
VO_Tau_Empire_Shadowsun_death.ogg	TAU6	Shadowsun	TauEmpire	death	Aaaaaaahhhhhh	0.0	0.0	2.074	7.35		0		
VO_Tau_Empire_Shadowsun_gen1.ogg	TAU6	Shadowsun	TauEmpire	gen1	No deed is unworthy. No sacrifice is in vain.	0.0	0.0	4.962	1.44		0		
VO_Tau_Empire_Shadowsun_gen2.ogg	TAU6	Shadowsun	TauEmpire	gen2	I take no pride in bloodshed, necessary as it is.	0.0	0.0	3.766	1.45		0		
VO_Tau_Empire_Shadowsun_gen3.ogg	TAU6	Shadowsun	TauEmpire	gen3	I have my own path to follow.	0.0	0.0	2.422	1.37		0		
VO_Tau_Empire_Shadowsun_gen4.ogg	TAU6	Shadowsun	TauEmpire	gen4	I have been through stranger times than this.	0.0	0.0	2.698	1.38		0		
VO_Tau_Empire_Shadowsun_gen5.ogg	TAU6	Shadowsun	TauEmpire	gen5	Those with superior reach can dictate the flow of battle.	0.0	0.0	4.251	1.48		0		
VO_Tau_Empire_Shadowsun_gen6.ogg	TAU6	Shadowsun	TauEmpire	gen6	We follow the path of Khaoyon. Make ready the ambush.	0.0	0.0	3.563	1.46		0		
VO_Tau_Empire_Shadowsun_gen7.ogg	TAU6	Shadowsun	TauEmpire	gen7	I am Shasso Shasera, called Shadowsun.	0.0	0.0	4.059	1.45		0		
VO_Tau_Empire_Shadowsun_greet.ogg	TAU6	Shadowsun	TauEmpire	greet	The Firecast will not tend to this challenge kindly.	0.0	0.0	3.891	1.43		0		
VO_Tau_Empire_Shadowsun_hurry.ogg	TAU6	Shadowsun	TauEmpire	hurry	We must not falter in our actions.	0.0	0.0	2.808	1.39		0		
VO_Tau_Empire_Shadowsun_intro.ogg	TAU6	Shadowsun	TauEmpire	intro	You will soon learn of the Firecast's true strength.	0.0	0.0	4.346	1.45		0		
VO_Tau_Empire_Shadowsun_mirror.ogg	TAU6	Shadowsun	TauEmpire	mirror	Fight with fire and courage, and nothing can stand against us.	0.0	0.0	4.579	1.43		0		
VO_Tau_Empire_Shadowsun_threat.ogg	TAU6	Shadowsun	TauEmpire	threat	An example must be made of you.	0.0	0.0	2.715	1.39		0		
VO_Tau_Empire_Shadowsun_vsAun'va.ogg	TAU6	Shadowsun	TauEmpire	vsaun'va	You honor us with your presence, ethereal supreme.	0.0	0.0	3.255	1.44		0		
VO_Tau_Empire_Shadowsun_vsCalgar.ogg	TAU6	Shadowsun	TauEmpire	vscalgar	Your kind's mindless massacre must be stopped.	0.0	0.0	3.656	1.4		0		
VO_Tau_Empire_Shadowsun_vsGrukk.ogg	TAU6	Shadowsun	TauEmpire	vsgrukk	Such a predictable approach will not succeed, Brutish Beast.	0.0	0.0	4.825	1.5		0		
VO_Tau_Empire_Shadowsun_vsImperial.ogg	TAU6	Shadowsun	TauEmpire	vsimperial	Crude, hateful, prone to fight, you are not so different from an orc.	0.0	0.0	6.158	1.56		0		
VO_Tau_Empire_Shadowsun_vsKroot.ogg	TAU6	Shadowsun	TauEmpire	vskroot	Kindred, the TauVar is in your debt.	0.0	0.0	3.548	1.5		0		
VO_Tau_Empire_Shadowsun_vsO'Maisos.ogg	TAU6	Shadowsun	TauEmpire	vso'maisos	I will be taking operational command now, Shasso.	0.0	0.0	3.11	1.44		0		
VO_Tau_Empire_Shadowsun_wp.ogg	TAU6	Shadowsun	TauEmpire	wp	In discriminant rage must be answered with crisp precision.	0.0	0.0	4.718	1.49		0		
VO_Tau_Empire_Sky Ray Gunship - Target locked Deploying seeker missiles.ogg	TAU40	Sky Ray Gunship	TauEmpire	line	Target locked. The point seeker missiles.	0.0	0.0	2.37	1.39	Target locked Deploying seeker missiles	0		
VO_Tau_Empire_Sniper Drone - Target identified.ogg	TAU20	Sniper Drone	TauEmpire	line	Target identified.	0.0	0.0	1.345	1.33	Target identified	0		
VO_Tau_Empire_Stealth Battlesuit - Stealth field active Ready to engage.ogg	TAU26	Stealth Battlesuit	TauEmpire	line	Stealth Field active, ready to engage.	0.0	0.0	2.259	1.4	Stealth field active Ready to engage	0		
VO_Tau_Empire_Stealth Drone - Activating stealth field.ogg	TAU14	Stealth Drone	TauEmpire	line	Activating Stealth Field.	0.0	0.0	1.589	1.42	Activating stealth field	0		
VO_Tau_Empire_Stealth Shas'ui - Stealth team in position Awaiting orders.ogg	TAU66	Burgeoning Empire	TauEmpire	line	Stealth Team in position. Awaiting orders.	0.0	0.0	3.006	1.49	Stealth team in position Awaiting orders	0		
VO_Tau_Empire_Stormsurge - Resistance will be met with unyielding fire.ogg	TAU_Stormsurge_Battlesuit	Stormsurge Battlesuit	TauEmpire	line	Resistance will be met with unyielding fire!	0.0	0.0	2.818	1.49	Resistance will be met with unyielding fire	0		
VO_Tau_Empire_Strike Team - Our flame lights the way to the Greater Good.ogg	TAU28	Strike Team	TauEmpire	line	Our flame lights the way to the greater good.	0.0	0.0	3.225	1.5	Our flame lights the way to the Greater Good	0		
VO_Tau_Empire_Sun Shark Bomber - To secure the expansion we must conquer the skies.ogg	TAU44	Sun Shark Bomber	TauEmpire	line	To secure the expansion, we must conquer the skies.	0.0	0.0	3.206	1.56	To secure the expansion we must conquer the skies	0		
VO_Tau_Empire_Vespid Stingwings.ogg	TAU21	Vespid Stingwings	TauEmpire	line		0.0	0.0	1.517	1.51		1	1	halluc
VO_Tau_Flesh Shaper - A hunter's senses must be sharp as a butcher's knife.ogg	TAU71	Flesh Shaper	TauEmpire	line	A hunter's senses must be as sharp as the butcher's knife.	0.0	0.0	4.457	1.56	A hunter's senses must be sharp as a butcher's knife	0		
VO_Tau_Kroot Carnivore - We heed the call of the hunt.ogg	TAU_Kroot_Carnivore	Kroot Carnivore	TauEmpire	line	We heed the call of the hunt.	0.0	0.0	2.422	1.44	We heed the call of the hunt	0		
VO_Tau_Kroot Hound - Voracious growl.ogg	TAU_Kroot_Hound	Kroot Hound	TauEmpire	line	MuaAaah.	0.0	0.0	1.667	19.19	Voracious growl	1		
VO_Tau_Krootox Rampager - Show me your strength I will make it mine.ogg	TAU72	Krootox Rampager	TauEmpire	line	Show me your strength, I will make it mine.	0.0	0.0	4.062	1.41	Show me your strength I will make it mine	0		
VO_Tau_Krootox Rider - No prey can hide from us.ogg	TAU70	Krootox Rider	TauEmpire	line	No break and hide from us.	0.0	0.0	2.521	1.32	No prey can hide from us	0		
VO_Tau_Lone-Spear - The hunt does not wait for the hunter.ogg	TAU73	Lone-spear	TauEmpire	line	The hunt does not wait for the hunter.	0.0	0.0	3.827	1.42		0		
VO_Tau_Trail Shaper - Sharpen your knives Tonight we feast.ogg	TAU_Trail_Shaper	Trail Shaper	TauEmpire	line	Dropin' your knives, tonight we feast!	0.0	0.0	4.193	1.45	Sharpen your knives Tonight we feast	0		
VO_Tau_War Shaper_attack.ogg	TAU_War_Shaper	War Shaper	TauEmpire	attack	Grrrr!	0.0	0.0	0.649	8.19		1		
VO_Tau_War Shaper_cantDo.ogg	TAU_War_Shaper	War Shaper	TauEmpire	cantdo	That is beyond my reach.	0.0	0.0	2.614	1.4		0		
VO_Tau_War Shaper_concede.ogg	TAU_War_Shaper	War Shaper	TauEmpire	concede	My kin has learned to avoid futile endeavors.	0.0	0.0	4.248	1.45		0		
VO_Tau_War Shaper_death.ogg	TAU_War_Shaper	War Shaper	TauEmpire	death	Uggggggggghhh!	0.0	0.0	2.054	5.95		0		
VO_Tau_War Shaper_gen1.ogg	TAU_War_Shaper	War Shaper	TauEmpire	gen1	We hunt, we feed, and we prosper.	0.0	0.0	3.627	1.42		0		
VO_Tau_War Shaper_gen2.ogg	TAU_War_Shaper	War Shaper	TauEmpire	gen2	With every hunt, our strength grows.	0.0	0.0	3.647	1.43		0		
VO_Tau_War Shaper_gen3.ogg	TAU_War_Shaper	War Shaper	TauEmpire	gen3	No ray is too great to deter us.	0.0	0.0	2.855	1.46		0		
VO_Tau_War Shaper_gen4.ogg	TAU_War_Shaper	War Shaper	TauEmpire	gen4	Simpler to go for the head, is it not?	0.0	0.0	3.241	1.45		0		
VO_Tau_War Shaper_gen5.ogg	TAU_War_Shaper	War Shaper	TauEmpire	gen5	The hunt grows ever harder, but we adapt.	0.0	0.0	4.291	1.46		0		
VO_Tau_War Shaper_gen6.ogg	TAU_War_Shaper	War Shaper	TauEmpire	gen6	A new quarry stepped into my hunting grounds.	0.0	0.0	4.616	1.47		0		
VO_Tau_War Shaper_gen7.ogg	TAU_War_Shaper	War Shaper	TauEmpire	gen7	We relish the hunt.	0.0	0.0	2.248	1.39		0		
VO_Tau_War Shaper_greet.ogg	TAU_War_Shaper	War Shaper	TauEmpire	greet	Let us begin the ritual of predator and prey.	0.0	0.0	5.374	1.44		0		
VO_Tau_War Shaper_hurry.ogg	TAU_War_Shaper	War Shaper	TauEmpire	hurry	Let's move! The hunt awaits!	0.0	0.0	2.73	1.41		0		
VO_Tau_War Shaper_intro.ogg	TAU_War_Shaper	War Shaper	TauEmpire	intro	The hand big gains, today we feast.	0.0	0.0	3.769	1.5		0		
VO_Tau_War Shaper_mirror.ogg	TAU_War_Shaper	War Shaper	TauEmpire	mirror	And my blade is sharp. Let's get started.	0.0	0.0	4.172	1.53		0		
VO_Tau_War Shaper_threat.ogg	TAU_War_Shaper	War Shaper	TauEmpire	threat	I have your scent. You cannot escape.	0.0	0.0	3.682	1.5		0		
VO_Tau_War Shaper_vsAunVa.ogg	TAU_War_Shaper	War Shaper	TauEmpire	vsaunva	Wise as you are, some things the ethereal cast can never understand.	0.0	0.0	6.674	1.54		0		
VO_Tau_War Shaper_vsNecron.ogg	TAU_War_Shaper	War Shaper	TauEmpire	vsnecron	And in auspicious pray, you are strong yet lack flesh to feast on.	0.0	0.0	5.406	1.5		0		
VO_Tau_War Shaper_vsUrsulaCreed.ogg	TAU_War_Shaper	War Shaper	TauEmpire	vsursulacreed	You humans do not understand. You feed upon weak things. We feed upon the strong.	0.0	0.0	7.853	1.54		0		
VO_Tau_War Shaper_wp.ogg	TAU_War_Shaper	War Shaper	TauEmpire	wp	You are capable. This is a worthy hunt.	0.0	0.0	3.737	1.47		0		
VO_Tyranid_Leviathan_Barbgaunt.ogg	TL78	Barbgaunt	Leviathan	line	BOO!	0.0	0.0	1.932	15.31		1		
VO_Tyranid_Leviathan_Biovore - Low rumbling.ogg	TL14	Biovore	Leviathan	line		0.0	0.0	3.194	1.39	Low rumbling	1	1	echo
VO_Tyranid_Leviathan_Broodlord - Rallying scream.ogg	TL30	Broodlord	Leviathan	line	HELLO!	0.0	0.0	2.707	1.4	Rallying scream	1	1	
VO_Tyranid_Leviathan_Carnifex - Primal roar.ogg	TL25	Carnifex	Leviathan	line		0.0	0.0	2.039	1.4	Primal roar	1	1	halluc
VO_Tyranid_Leviathan_Deathleaper - Lurking in the shadows.ogg	TL26	Deathleaper	Leviathan	line		0.0	0.0	3.264	1.42	Lurking in the shadows	0	1	echo
VO_Tyranid_Leviathan_Exocrine - Thunderous stomp.ogg	TL40	Exocrine	Leviathan	line	Thank you for watching and don't forget to subscribe to our channel for more videos like this.	0.0	0.0	3.798	1.39	Thunderous stomp	1	1	
VO_Tyranid_Leviathan_Gargoyle - Harsh scream.ogg	TL15	Gargoyle	Leviathan	line		0.0	0.0	1.058	1.4	Harsh scream	1	1	halluc
VO_Tyranid_Leviathan_Genestealer - Wild talon swinging.ogg	TL16	Genestealer	Leviathan	line		0.0	0.0	1.122	1.35	Wild talon swinging	1	1	
VO_Tyranid_Leviathan_Harpy - Ferocious scream.ogg	TL36	Harpy	Leviathan	line		0.0	0.0	2.474	1.42	Ferocious scream	0	1	echo
VO_Tyranid_Leviathan_Haruspex - Discordant roar.ogg	TL41	Haruspex	Leviathan	line	RRRRGHHH	0.0	0.0	2.381	24.13	Discordant roar	1		
VO_Tyranid_Leviathan_Hive Crone - Intense screech.ogg	TL31	Hive Crone	Leviathan	line	Hive Crone	0.0	0.0	2.126	16.86	Intense screech	1		
VO_Tyranid_Leviathan_Hive Guard - Heavy stomp.ogg	TL32	Hive Guard	Leviathan	line		0.0	0.0	1.964	1.37	Heavy stomp	1	1	halluc
VO_Tyranid_Leviathan_Hive Tyrant - Commanding roar.ogg	TL37	Hive Tyrant	Leviathan	line		0.0	0.0	2.95	1.43	Commanding roar	1	1	echo
VO_Tyranid_Leviathan_Hormagaunt - Savage growl.ogg	TL9	Hormagaunt	Leviathan	line	Hormagaunt, Leviathan.	0.0	0.0	2.196	1.37	Savage growl	1		
VO_Tyranid_Leviathan_Lictor - Rising talons menacingly.ogg	TL19	Lictor	Leviathan	line		0.0	0.0	2.004	1.39	Rising talons menacingly	0	1	halluc
VO_Tyranid_Leviathan_Maleceptor - Malignant bellow.ogg	TL39	Maleceptor	Leviathan	line		0.0	0.0	1.966	1.41	Malignant bellow	1	1	echo
VO_Tyranid_Leviathan_Mawloc - Gutwrenching scream.ogg	TL27	Mawloc	Leviathan	line	AAAAAAAAAA	0.0	0.0	2.219	1.4	Gutwrenching scream	1	1	
VO_Tyranid_Leviathan_Mucolid Spore - Noxious humming B.ogg	TL10	Mucolid Spore	Leviathan	line		0.0	0.0	2.222	1.42	Noxious humming B	1	1	echo
VO_Tyranid_Leviathan_Neurogaunt Nodebeast- Low growl.ogg	TL11	Neurogaunt Nodebeast	Leviathan	line		0.0	0.0	1.758	1.35		0	1	echo
VO_Tyranid_Leviathan_Neurogaunt.ogg	TL77	Neurogaunt	Leviathan	line	Neurogaunt.	0.0	0.0	3.782	1.32		0		
VO_Tyranid_Leviathan_Neuroloid.ogg	TL76	Neuroloid	Leviathan	line		0.0	0.0	1.905	1.38		0	1	halluc
VO_Tyranid_Leviathan_Neurothrope_attack.ogg	TL1	Neurothrope	Leviathan	attack	Pfft!	0.0	0.0	0.898	4.81		1		
VO_Tyranid_Leviathan_Neurothrope_cant.ogg	TL1	Neurothrope	Leviathan	cantdo	...	0.0	0.0	0.875	21.11		1		
VO_Tyranid_Leviathan_Neurothrope_concede.ogg	TL1	Neurothrope	Leviathan	concede	RRRRRRRRRRRRRRRR	0.0	0.0	2.172	1.42		1	1	
VO_Tyranid_Leviathan_Neurothrope_death.ogg	TL1	Neurothrope	Leviathan	death		0.0	0.0	1.592	1.44		1	1	echo
VO_Tyranid_Leviathan_Neurothrope_gen1.ogg	TL1	Neurothrope	Leviathan	gen1		0.0	0.0	1.458	1.39		1	1	echo
VO_Tyranid_Leviathan_Neurothrope_gen2.ogg	TL1	Neurothrope	Leviathan	gen2		0.0	0.0	1.49	1.36		0	1	halluc
VO_Tyranid_Leviathan_Neurothrope_gen3.ogg	TL1	Neurothrope	Leviathan	gen3		0.0	0.0	1.866	1.44		1	1	halluc
VO_Tyranid_Leviathan_Neurothrope_gen4.ogg	TL1	Neurothrope	Leviathan	gen4		0.0	0.0	2.358	1.39		1	1	halluc
VO_Tyranid_Leviathan_Neurothrope_gen5.ogg	TL1	Neurothrope	Leviathan	gen5		0.0	0.0	2.738	1.39		1	1	echo
VO_Tyranid_Leviathan_Neurothrope_gen6.ogg	TL1	Neurothrope	Leviathan	gen6	RAAAAAAAAAAAAAAAAA	0.0	0.0	2.434	25.02		1		
VO_Tyranid_Leviathan_Neurothrope_gen7.ogg	TL1	Neurothrope	Leviathan	gen7		0.0	0.0	1.639	1.38		1	1	echo
VO_Tyranid_Leviathan_Neurothrope_greet.ogg	TL1	Neurothrope	Leviathan	greet	I	0.0	0.0	2.292	1.38		1	1	
VO_Tyranid_Leviathan_Neurothrope_hurry.ogg	TL1	Neurothrope	Leviathan	hurry		0.0	0.0	1.074	1.38		1	1	halluc
VO_Tyranid_Leviathan_Neurothrope_intro.ogg	TL1	Neurothrope	Leviathan	intro	www.AllSubs.org	0.0	0.0	2.93	1.42		1	1	
VO_Tyranid_Leviathan_Neurothrope_mirror.ogg	TL1	Neurothrope	Leviathan	mirror		0.0	0.0	1.421	1.42		1	1	echo
VO_Tyranid_Leviathan_Neurothrope_threat.ogg	TL1	Neurothrope	Leviathan	threat	RRRRRRRRRR!	0.0	0.0	2.498	1.43		1	1	
VO_Tyranid_Leviathan_Neurothrope_wp.ogg	TL1	Neurothrope	Leviathan	wp	Rrrrrrrrrr	0.0	0.0	2.29	1.43		1	1	
VO_Tyranid_Leviathan_Neurotyrant.ogg	TL82	Neurotyrant	Leviathan	line	EDITED-SF-MGN-DQ	0.0	0.0	2.518	1.42		1	1	
