file	card_id	name	faction	ev	text	elapsed_s	gt_from_filename	clean_flag
VO_Tau_War Shaper_wp.ogg	TAU_War_Shaper	War Shaper	TauEmpire	wp	You are capable. This is a worthy hunt.	9.89		
VO_Tyranid_Leviathan_Barbgaunt.ogg	TL78	Barbgaunt	Leviathan	line	*cough*	9.83		
VO_Tyranid_Leviathan_Biovore - Low rumbling.ogg	TL14	Biovore	Leviathan	line	.	10.21	Low rumbling	
VO_Tyranid_Leviathan_Broodlord - Rallying scream.ogg	TL30	Broodlord	Leviathan	line	*Gunshot*	10.64	Rallying scream	
VO_Tyranid_Leviathan_Carnifex - Primal roar.ogg	TL25	Carnifex	Leviathan	line	*BOOM*	10.53	Primal roar	
VO_Tyranid_Leviathan_Deathleaper - Lurking in the shadows.ogg	TL26	Deathleaper	Leviathan	line	*Loud noise*	10.26	Lurking in the shadows	
VO_Tyranid_Leviathan_Exocrine - Thunderous stomp.ogg	TL40	Exocrine	Leviathan	line		10.35	Thunderous stomp	halluc
VO_Tyranid_Leviathan_Gargoyle - Harsh scream.ogg	TL15	Gargoyle	Leviathan	line	.	10.41	Harsh scream	
VO_Tyranid_Leviathan_Genestealer - Wild talon swinging.ogg	TL16	Genestealer	Leviathan	line	*thud*	10.47	Wild talon swinging	
VO_Tyranid_Leviathan_Harpy - Ferocious scream.ogg	TL36	Harpy	Leviathan	line	*Screams*	10.25	Ferocious scream	
VO_Tyranid_Leviathan_Haruspex - Discordant roar.ogg	TL41	Haruspex	Leviathan	line	*Mario plays*	10.46	Discordant roar	
VO_Tyranid_Leviathan_Hive Crone - Intense screech.ogg	TL31	Hive Crone	Leviathan	line	*Clapping*	10.89	Intense screech	
VO_Tyranid_Leviathan_Hive Guard - Heavy stomp.ogg	TL32	Hive Guard	Leviathan	line	*BOOM*	10.55	Heavy stomp	
VO_Tyranid_Leviathan_Hive Tyrant - Commanding roar.ogg	TL37	Hive Tyrant	Leviathan	line	*Gunshot*	9.65	Commanding roar	
VO_Tyranid_Leviathan_Hormagaunt - Savage growl.ogg	TL9	Hormagaunt	Leviathan	line	*BOOM*	9.84	Savage growl	
VO_Tyranid_Leviathan_Lictor - Rising talons menacingly.ogg	TL19	Lictor	Leviathan	line	*Burr*	9.63	Rising talons menacingly	
VO_Tyranid_Leviathan_Maleceptor - Malignant bellow.ogg	TL39	Maleceptor	Leviathan	line		9.55	Malignant bellow	halluc
VO_Tyranid_Leviathan_Mawloc - Gutwrenching scream.ogg	TL27	Mawloc	Leviathan	line	*Mario plays*	9.43	Gutwrenching scream	
VO_Tyranid_Leviathan_Mucolid Spore - Noxious humming B.ogg	TL10	Mucolid Spore	Leviathan	line	*crunch*	9.73	Noxious humming B	
VO_Tyranid_Leviathan_Neurogaunt Nodebeast- Low growl.ogg	TL11	Neurogaunt Nodebeast	Leviathan	line	*Gunshot*	9.6		
VO_Tyranid_Leviathan_Neurogaunt.ogg	TL77	Neurogaunt	Leviathan	line	*Screams*	9.69		
VO_Tyranid_Leviathan_Neuroloid.ogg	TL76	Neuroloid	Leviathan	line	*thud*	9.33		
VO_Tyranid_Leviathan_Neurothrope_attack.ogg	TL1	Neurothrope	Leviathan	attack	*pfff*	9.12		
VO_Tyranid_Leviathan_Neurothrope_cant.ogg	TL1	Neurothrope	Leviathan	cantdo	*laughter*	8.99		
VO_Tyranid_Leviathan_Neurothrope_concede.ogg	TL1	Neurothrope	Leviathan	concede	*Screams*	8.91		
VO_Tyranid_Leviathan_Neurothrope_death.ogg	TL1	Neurothrope	Leviathan	death	*Screams*	9.03		
VO_Tyranid_Leviathan_Neurothrope_gen1.ogg	TL1	Neurothrope	Leviathan	gen1	Yeah.	8.87		generic
VO_Tyranid_Leviathan_Neurothrope_gen2.ogg	TL1	Neurothrope	Leviathan	gen2	*laughter*	9.01		
VO_Tyranid_Leviathan_Neurothrope_gen3.ogg	TL1	Neurothrope	Leviathan	gen3	*Loud noise*	9.11		
VO_Tyranid_Leviathan_Neurothrope_gen4.ogg	TL1	Neurothrope	Leviathan	gen4	*laughter*	10.16		
VO_Tyranid_Leviathan_Neurothrope_gen5.ogg	TL1	Neurothrope	Leviathan	gen5	*crickets*	9.64		
VO_Tyranid_Leviathan_Neurothrope_gen6.ogg	TL1	Neurothrope	Leviathan	gen6	*crowd cheers*	9.37		
VO_Tyranid_Leviathan_Neurothrope_gen7.ogg	TL1	Neurothrope	Leviathan	gen7		10.01		halluc
VO_Tyranid_Leviathan_Neurothrope_greet.ogg	TL1	Neurothrope	Leviathan	greet	*Loud cluck*	10.0		
VO_Tyranid_Leviathan_Neurothrope_hurry.ogg	TL1	Neurothrope	Leviathan	hurry	.	9.48		
VO_Tyranid_Leviathan_Neurothrope_intro.ogg	TL1	Neurothrope	Leviathan	intro	*crickets*	9.25		
VO_Tyranid_Leviathan_Neurothrope_mirror.ogg	TL1	Neurothrope	Leviathan	mirror		9.41		halluc
VO_Tyranid_Leviathan_Neurothrope_threat.ogg	TL1	Neurothrope	Leviathan	threat	*crowd cheers*	9.43		
VO_Tyranid_Leviathan_Neurothrope_wp.ogg	TL1	Neurothrope	Leviathan	wp	*throwing*	9.43		
VO_Tyranid_Leviathan_Neurotyrant.ogg	TL82	Neurotyrant	Leviathan	line	.	9.42		
VO_Tyranid_Leviathan_Norn Emissary.ogg	TL83	Norn Emissary	Leviathan	line	*Dramatic Music*	9.52		
VO_Tyranid_Leviathan_Psychophage.ogg	TL80	Psychophage	Leviathan	line	*Screams*	9.61		
VO_Tyranid_Leviathan_Pyrovore - Brooding grumble.ogg	TL17	Pyrovore	Leviathan	line	.	9.49	Brooding grumble	
VO_Tyranid_Leviathan_Ravener - Piercing roar.ogg	TL20	Ravener	Leviathan	line	*BOOM*	9.56	Piercing roar	
VO_Tyranid_Leviathan_Ripper Swarm - Discordant chirrup.ogg	TL7	Ripper Swarm	Leviathan	line	*laughter*	9.41	Discordant chirrup	
VO_Tyranid_Leviathan_Spore Mine - Low Humming B.ogg	TL8	Spore Mine	Leviathan	line		9.77	Low Humming B	halluc
VO_Tyranid_Leviathan_Sporocyst - Reverberating thrum.ogg	TL21	Sporocyst	Leviathan	line	*Burps*	9.79	Reverberating thrum	
VO_Tyranid_Leviathan_Stranded Termagant - Enraged screech.ogg	TL12	Stranded Termagant	Leviathan	line	*Screams*	9.9	Enraged screech	
VO_Tyranid_Leviathan_Swarmlord_attack.ogg	TL3	SwarmLord	Leviathan	attack	*painful*	9.74		
VO_Tyranid_Leviathan_Swarmlord_cant.ogg	TL3	SwarmLord	Leviathan	cantdo	*painful sound*	9.9		
VO_Tyranid_Leviathan_Swarmlord_concede.ogg	TL3	SwarmLord	Leviathan	concede	*Gunshot*	9.78		
VO_Tyranid_Leviathan_Swarmlord_death.ogg	TL3	SwarmLord	Leviathan	death	.	9.76		
VO_Tyranid_Leviathan_Swarmlord_gen1.ogg	TL3	SwarmLord	Leviathan	gen1	*Mario grunts*	9.92		
VO_Tyranid_Leviathan_Swarmlord_gen2.ogg	TL3	SwarmLord	Leviathan	gen2	.	9.88		
VO_Tyranid_Leviathan_Swarmlord_gen3.ogg	TL3	SwarmLord	Leviathan	gen3	*thud*	10.06		
VO_Tyranid_Leviathan_Swarmlord_gen4.ogg	TL3	SwarmLord	Leviathan	gen4	*throwing*	9.93		
VO_Tyranid_Leviathan_Swarmlord_gen5.ogg	TL3	SwarmLord	Leviathan	gen5		9.81		halluc
VO_Tyranid_Leviathan_Swarmlord_gen6.ogg	TL3	SwarmLord	Leviathan	gen6	*Gunshot*	9.94		
VO_Tyranid_Leviathan_Swarmlord_gen7.ogg	TL3	SwarmLord	Leviathan	gen7	.	9.93		
VO_Tyranid_Leviathan_Swarmlord_greet.ogg	TL3	SwarmLord	Leviathan	greet	.	9.95		
VO_Tyranid_Leviathan_Swarmlord_hurry.ogg	TL3	SwarmLord	Leviathan	hurry	*poof*	12.36		
VO_Tyranid_Leviathan_Swarmlord_intro.ogg	TL3	SwarmLord	Leviathan	intro	*Logs*	10.42		
VO_Tyranid_Leviathan_Swarmlord_mirror.ogg	TL3	SwarmLord	Leviathan	mirror	Oh!	9.95		generic
VO_Tyranid_Leviathan_Swarmlord_threat.ogg	TL3	SwarmLord	Leviathan	threat	*Gunshot*	10.04		
VO_Tyranid_Leviathan_Swarmlord_wp.ogg	TL3	SwarmLord	Leviathan	wp	.	9.84		
VO_Tyranid_Leviathan_Termagant - Hungry snarl.ogg	TL13	Termagant	Leviathan	line	*throwing*	10.41	Hungry snarl	
VO_Tyranid_Leviathan_Termagant Brood.ogg	TL79	Termagant Brood	Leviathan	line	*Gunshot*	9.83		
VO_Tyranid_Leviathan_Tervigon_attack.ogg	TL5	Tervigon	Leviathan	attack		9.63		halluc
VO_Tyranid_Leviathan_Tervigon_cant.ogg	TL5	Tervigon	Leviathan	cantdo	*BOOM*	9.69		
VO_Tyranid_Leviathan_Tervigon_concede.ogg	TL5	Tervigon	Leviathan	concede	*Gunshot*	9.67		
VO_Tyranid_Leviathan_Tervigon_death.ogg	TL5	Tervigon	Leviathan	death	*Screams*	9.55		
VO_Tyranid_Leviathan_Tervigon_gen1.ogg	TL5	Tervigon	Leviathan	gen1	.	9.55		
VO_Tyranid_Leviathan_Tervigon_gen2.ogg	TL5	Tervigon	Leviathan	gen2		9.53		halluc
VO_Tyranid_Leviathan_Tervigon_gen3.ogg	TL5	Tervigon	Leviathan	gen3	I'll see you next time.	9.46		
VO_Tyranid_Leviathan_Tervigon_gen4.ogg	TL5	Tervigon	Leviathan	gen4	*throwing*	9.52		
VO_Tyranid_Leviathan_Tervigon_gen5.ogg	TL5	Tervigon	Leviathan	gen5	*throwing*	9.6		
VO_Tyranid_Leviathan_Tervigon_gen6.ogg	TL5	Tervigon	Leviathan	gen6	.	9.57		
VO_Tyranid_Leviathan_Tervigon_gen7.ogg	TL5	Tervigon	Leviathan	gen7	*Screams*	9.51		
VO_Tyranid_Leviathan_Tervigon_greet.ogg	TL5	Tervigon	Leviathan	greet	*Gunshot*	9.44		
VO_Tyranid_Leviathan_Tervigon_hurry.ogg	TL5	Tervigon	Leviathan	hurry	*BOOM*	9.3		
VO_Tyranid_Leviathan_Tervigon_intro.ogg	TL5	Tervigon	Leviathan	intro	*Burr*	9.31		
VO_Tyranid_Leviathan_Tervigon_mirror.ogg	TL5	Tervigon	Leviathan	mirror	*Burps*	9.63		
VO_Tyranid_Leviathan_Tervigon_threat.ogg	TL5	Tervigon	Leviathan	threat	*Groans*	9.54		
VO_Tyranid_Leviathan_Tervigon_wp.ogg	TL5	Tervigon	Leviathan	wp	.	9.66		
VO_Tyranid_Leviathan_Tyranid Prime - Threatening roar.ogg	TL22	Tyranid Prime	Leviathan	line	*Burr*	9.62	Threatening roar	
VO_Tyranid_Leviathan_Tyranid Warrior - Intimidating growl.ogg	TL18	Tyranid Warrior	Leviathan	line	*Burr*	9.37	Intimidating growl	
VO_Tyranid_Leviathan_Tyrannocyte - Viscous gurgle.ogg	TL34	Tyrannocyte	Leviathan	line	*throwing*	9.42	Viscous gurgle	
VO_Tyranid_Leviathan_Tyrannofex - Fiery bellow.ogg	TL43	Tyrannofex	Leviathan	line	*throwing*	9.4	Fiery bellow	
VO_Tyranid_Leviathan_Tyrant Guard - Challenging roar.ogg	TL28	Tyrant Guard	Leviathan	line	*Gunshot*	9.27	Challenging roar	
VO_Tyranid_Leviathan_Venomthrope - Twirling tendrils.ogg	TL23	Venomthrope	Leviathan	line	*crunch*	9.33	Twirling tendrils	
VO_Tyranid_Leviathan_Von Ryan's Leaper - Pack call.ogg	TL24	Von Ryans Leaper	Leviathan	line	*Gunshot*	9.55	Pack call	
VO_Tyranid_Leviathan_Winged Tyranid Prime_attack.ogg	TL22	Tyranid Prime	Leviathan	attack	*gunshot*	9.45		
VO_Tyranid_Leviathan_Winged Tyranid Prime_cant.ogg	TL22	Tyranid Prime	Leviathan	cantdo	Yeah!	9.44		generic
VO_Tyranid_Leviathan_Winged Tyranid Prime_concede.ogg	TL22	Tyranid Prime	Leviathan	concede	*Dramatic music*	9.49		
VO_Tyranid_Leviathan_Winged Tyranid Prime_death.ogg	TL22	Tyranid Prime	Leviathan	death	*Gunshot*	9.34		
VO_Tyranid_Leviathan_Winged Tyranid Prime_gen1.ogg	TL22	Tyranid Prime	Leviathan	gen1	*Gunshot*	9.78		
VO_Tyranid_Leviathan_Winged Tyranid Prime_gen2.ogg	TL22	Tyranid Prime	Leviathan	gen2	*BOOM*	9.53		
VO_Tyranid_Leviathan_Winged Tyranid Prime_gen3.ogg	TL22	Tyranid Prime	Leviathan	gen3	*Dramatic Music*	9.28		
VO_Tyranid_Leviathan_Winged Tyranid Prime_greet.ogg	TL22	Tyranid Prime	Leviathan	greet	*Gunshot*	9.65		
VO_Tyranid_Leviathan_Winged Tyranid Prime_hurry.ogg	TL22	Tyranid Prime	Leviathan	hurry	*outro music*	9.64		
VO_Tyranid_Leviathan_Winged Tyranid Prime_intro.ogg	TL22	Tyranid Prime	Leviathan	intro	*Gunshot*	9.53		
VO_Tyranid_Leviathan_Winged Tyranid Prime_mirror.ogg	TL22	Tyranid Prime	Leviathan	mirror	*Mario's Outro*	9.36		
VO_Tyranid_Leviathan_Winged Tyranid Prime_threat.ogg	TL22	Tyranid Prime	Leviathan	threat	*Gunshot*	9.34		
VO_Tyranid_Leviathan_Winged Tyranid Prime_wp.ogg	TL22	Tyranid Prime	Leviathan	wp	.	9.41		
VO_Tyranid_Leviathan_Winged Tyrant - Deafening scream.ogg	TL42	Winged Tyrant	Leviathan	line	*Screams*	9.36	Deafening scream	
VO_Tyranid_Leviathan_Zoanthrope - Psychic humming.ogg	TL29	Zoanthrope	Leviathan	line		9.15	Psychic humming	halluc
VO_UM_7th Company Bikes - Temper your speed with faith and flame.ogg	UM16	7th Company Bike	Ultramarines	line	Temper your speed with faith and flame!	9.12	Temper your speed with faith and flame	
VO_UM_Aggresor Sergeant - No foe can stand in our wake.ogg	UM_Aggressor_Sergeant	Aggressor Sergeant	Ultramarines	line	No foe can stand in our wake.	9.35	No foe can stand in our wake	
VO_UM_Antaro Chronus - Make the engines roar Its time to scour this battlefield.ogg	UM_Antaro_Chronus	Antaro Chronus	Ultramarines	line	Make the engines roar! It's time to scour this battlefield!	9.35	Make the engines roar Its time to scour this battlefield	
VO_UM_Apothecary Polixis - The Emperor's work must be safeguarded.ogg	UM30	Apothecary Polixis	Ultramarines	line	The Emperor's work must be safeguarded.	9.39	The Emperor's work must be safeguarded	
VO_UM_Assault Centurion - My armour is infused with the Emperors will.ogg	UM_Assault_Centurion	Assault Centurion	Ultramarines	line	My armor is infused with the Emperor's will.	8.89	My armour is infused with the Emperors will	
VO_UM_Assault Intercessor - The Emperor guides us to victory.ogg	UM12	Assault Intercessor	Ultramarines	line	The Emperor guides us to victory!	8.91	The Emperor guides us to victory	
VO_UM_Attack Bike - For Guilliman and the Emperor!.wav	UM77	Attack Bike	Ultramarines	line	For Gilliman and the Emperor!	8.82	For Guilliman and the Emperor!	
VO_UM_Bladeguard Ancient - Fight well and your names shall leave on ever after in glory!.wav	UM87	Bladeguard Ancient	Ultramarines	line	Fight well, and your name shall live on ever after in glory.	10.13	Fight well and your names shall leave on ever after in glory!	
VO_UM_Bladeguard Sergeant- Your defiance will end under Ultramar's steel.ogg	UM87	Bladeguard Ancient	Ultramarines	line	Your defiance will end under Ultramar's steel.	9.3		
VO_UM_Brutalis Dreadnought - I have embraced death to deliver it with every step!.wav	UM91	Brutalis Dreadnought	Ultramarines	line	I have embraced death to deliver it with every step.	8.82	I have embraced death to deliver it with every step!	
VO_UM_Calgar_attack.ogg	UM1	Marneus Calgar	Ultramarines	attack	HUH!	8.74		
VO_UM_Calgar_cantDo.ogg	UM1	Marneus Calgar	Ultramarines	cantdo	I can't do that!	8.79		
VO_UM_Calgar_concede.ogg	UM1	Marneus Calgar	Ultramarines	concede	May our sacrifice be worthy of the Emperor.	9.58		
VO_UM_Calgar_death.ogg	UM1	Marneus Calgar	Ultramarines	death	FAAAHHHHHHHHHHHHH!	9.78		
VO_UM_Calgar_gen1.ogg	UM1	Marneus Calgar	Ultramarines	gen1	Let us cleanse this place, brothers.	8.78		
VO_UM_Calgar_gen2.ogg	UM1	Marneus Calgar	Ultramarines	gen2	Battles like this are what I was made for.	8.99		
VO_UM_Calgar_gen3.ogg	UM1	Marneus Calgar	Ultramarines	gen3	Have you lost your taste for battle?	9.69		
VO_UM_Calgar_gen4.ogg	UM1	Marneus Calgar	Ultramarines	gen4	It is not a question of honor, but of duty.	9.72		
VO_UM_Calgar_gen5.ogg	UM1	Marneus Calgar	Ultramarines	gen5	When an ultramarine bleeds, so does the chapter.	9.74		
VO_UM_Calgar_gen6.ogg	UM1	Marneus Calgar	Ultramarines	gen6	Regret is the most worthless emotion.	10.28		
VO_UM_Calgar_gen7.ogg	UM1	Marneus Calgar	Ultramarines	gen7	I look unkindly upon unnecessary heroics.	9.4		
VO_UM_Calgar_greet.ogg	UM1	Marneus Calgar	Ultramarines	greet	Throne be with us this battle.	9.26		
VO_UM_Calgar_hurry.ogg	UM1	Marneus Calgar	Ultramarines	hurry	Brothers, battle calls for us!	9.17		
VO_UM_Calgar_intro.ogg	UM1	Marneus Calgar	Ultramarines	intro	Warriors of Ultramar, courage and honor!	9.16		
VO_UM_Calgar_mirror.ogg	UM1	Marneus Calgar	Ultramarines	mirror	FOR ULTRUMMER!	9.22		
VO_UM_Calgar_threat.ogg	UM1	Marneus Calgar	Ultramarines	threat	Nothing shall stay our wrath!	9.44		
VO_UM_Calgar_vsAgemman.ogg	UM1	Marneus Calgar	Ultramarines	vsagemman	Fight well, Severus.	9.13		
VO_UM_Calgar_vsGhazghkull.ogg	UM1	Marneus Calgar	Ultramarines	vsghazghkull	Today we triumph over the Greenskins once more, brothers!	9.25		
VO_UM_Calgar_vsMkar.ogg	UM1	Marneus Calgar	Ultramarines	vsmkar	And why would I, when I wish to destroy you?	9.31		
VO_UM_Calgar_vsTyranids.ogg	UM1	Marneus Calgar	Ultramarines	vstyranids	Right here and now, the fate of humanity is in our hands.	9.23		
VO_UM_Calgar_vsUrielVentris.ogg	UM1	Marneus Calgar	Ultramarines	vsurielventris	The fourth company is in your hands, brother Captain Ventress.	9.81		
VO_UM_Calgar_vsVarro.ogg	UM1	Marneus Calgar	Ultramarines	vsvarro	Tell me, Varro, what do you see?	9.73		
VO_UM_Calgar_wp.ogg	UM1	Marneus Calgar	Ultramarines	wp	Formidable, but no match for the Emperor's finest.	8.95		
VO_UM_Cato Sicarius - Let none stay our wrath.ogg	UM44	Captain Sicarius	Ultramarines	line	Let none stay a-wrath!	8.61	Let none stay our wrath	
VO_UM_Chairon (with Gadriel in play) - We shall thin their numbers today, brother.ogg	UM_Chairon	Chairon	Ultramarines	line	We shall thin their numbers today, brother.	8.73	We shall thin their numbers today, brother	
VO_UM_Chairon - I will make them suffer now.ogg	UM_Chairon	Chairon	Ultramarines	line	I will make them suffer now.	9.49	I will make them suffer now	
VO_UM_Chaplain Cassius - At our backs stand the whole of the Imperium.wav	UM84	Chaplain Cassius	Ultramarines	line	At our backs stands the whole of the Imperium.	9.91	At our backs stand the whole of the Imperium	
VO_UM_Chaplain Letharius_attack.ogg	UM65	Chaplain Letharius	Ultramarines	attack	RAAAGH!	10.06		
VO_UM_Chaplain Letharius_cantDo.ogg	UM65	Chaplain Letharius	Ultramarines	cantdo	The Codex forbids this!	9.81		
VO_UM_Chaplain Letharius_concede.ogg	UM65	Chaplain Letharius	Ultramarines	concede	A reckoning shall come!	9.62		
VO_UM_Chaplain Letharius_death.ogg	UM65	Chaplain Letharius	Ultramarines	death	Ah!	9.6		generic
VO_UM_Chaplain Letharius_gen1.ogg	UM65	Chaplain Letharius	Ultramarines	gen1	May his light guide us to victory!	9.74		
VO_UM_Chaplain Letharius_gen2.ogg	UM65	Chaplain Letharius	Ultramarines	gen2	Faster! Let your zeal drive you forward!	9.7		
VO_UM_Chaplain Letharius_gen3.ogg	UM65	Chaplain Letharius	Ultramarines	gen3	We ride with courage and honor!	9.64		
VO_UM_Chaplain Letharius_gen4.ogg	UM65	Chaplain Letharius	Ultramarines	gen4	You are defeated!	9.75		
VO_UM_Chaplain Letharius_gen5.ogg	UM65	Chaplain Letharius	Ultramarines	gen5	I am his judgment. The crows is his sentence.	9.85		
VO_UM_Chaplain Letharius_gen6.ogg	UM65	Chaplain Letharius	Ultramarines	gen6	Let your zeal fuel you! Forgive him, man!	9.77		
VO_UM_Chaplain Letharius_gen7.ogg	UM65	Chaplain Letharius	Ultramarines	gen7	The Emperor's wrath is swift and unrelenting!	10.33		
VO_UM_Chaplain Letharius_greet.ogg	UM65	Chaplain Letharius	Ultramarines	greet	So comes the time of righteous purging.	10.15		
VO_UM_Chaplain Letharius_hurry.ogg	UM65	Chaplain Letharius	Ultramarines	hurry	We must move faster!	10.0		
VO_UM_Chaplain Letharius_intro.ogg	UM65	Chaplain Letharius	Ultramarines	intro	Forward, brothers! Today, we deliver the Emperor's wrath!	11.02		
VO_UM_Chaplain Letharius_mirror.ogg	UM65	Chaplain Letharius	Ultramarines	mirror	Let the enemy quake beneath our treads!	10.45		
VO_UM_Chaplain Letharius_threat.ogg	UM65	Chaplain Letharius	Ultramarines	threat	No one outruns the Emperor's judgment!	10.13		
VO_UM_Chaplain Letharius_vsGhallaron.ogg	UM65	Chaplain Letharius	Ultramarines	vsghallaron	Your accursed existence will come to an end. I will make sure of it.	10.18		
VO_UM_Chaplain Letharius_vsVanderghast.ogg	UM65	Chaplain Letharius	Ultramarines	vsvanderghast	Rejoice! For today, we cleanse the skies of these foul creatures!	9.79		
VO_UM_Chaplain Letharius_vsVentris.ogg	UM65	Chaplain Letharius	Ultramarines	vsventris	You failed to heed the Codex once. How soon will history repeat itself?	9.81		
VO_UM_Chaplain Letharius_wp.ogg	UM65	Chaplain Letharius	Ultramarines	wp	Set aside your arrogance. It will but hasten your downfall.	9.82		
VO_UM_Chapter Champion - I am Guilliman's blade!.wav	UM78	Chapter Champion	Ultramarines	line	I am Guillemin's blade!	9.67	I am Guilliman's blade!	
VO_UM_Company Ancient - For the Chapter and Lord Guilliman.ogg	UM35	Company Ancient	Ultramarines	line	For the chapter and Lord Gilliman!	9.66	For the Chapter and Lord Guilliman	
VO_UM_Desolation Marine - Enemy located Leave no trace of them.ogg	UM_Desolation_Marine	Desolation Marine	Ultramarines	line	Enemy located. Leave no trace of them.	9.7	Enemy located Leave no trace of them	
VO_UM_Devastator Centurion - We march for Macragge.ogg	UM39	Devastator Centurion	Ultramarines	line	We march for McCrag!	9.78	We march for Macragge	
VO_UM_Devastator Marine - Keep firing! Sustained volley!.wav	UM39	Devastator Centurion	Ultramarines	line	Keep firing! Sustained volley!	9.72	Keep firing! Sustained volley!	
VO_UM_Dreadnought - Face the consequences of your existence.wav	UM86	Dreadnought	Ultramarines	line	Face the consequences of your existence.	9.48	Face the consequences of your existence	
VO_UM_Eliminator - Target acquired Your fate is sealed.ogg	UM17	Eliminator	Ultramarines	line	Target acquired. Your fate is sealed.	9.7	Target acquired Your fate is sealed	
VO_UM_Eliminator Sergeant - None will escape under my watch.ogg	UM17	Eliminator	Ultramarines	line	None will escape under my watch.	9.78	None will escape under my watch	
VO_UM_Epistolary Librarian - Knowledge is my blade wisdom my bullet.ogg	UM40	Epistolary Librarian	Ultramarines	line	Knowledge is my blade. Wisdom my bullet.	9.53	Knowledge is my blade wisdom my bullet	
VO_UM_Eradicator - We bring the fires of retribution Burn them down!.ogg	UM_Primaris_Eradicator	Primaris Eradicator	Ultramarines	line	We bring the fires of retribution. Burn them down!	9.65	We bring the fires of retribution Burn them down!	
VO_UM_Ferren Areios - Pride outlives the prideful I make sure of it.wav	UM89	Ferren Areios	Ultramarines	line	Pride outlives the prideful. I make sure of it.	9.6	Pride outlives the prideful I make sure of it	
VO_UM_Firstborn - We are the sons of Guilliman.ogg	UM13	Firstborn	Ultramarines	line	We are the sons of Gelliman.	9.61	We are the sons of Guilliman	
VO_UM_Guilliman_Backup1.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	backup1	I will not walk a forbidden path.	9.61		
VO_UM_Guilliman_Backup10.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	backup10	How can anyone say they are strong if they have never been tested?	10.01		
VO_UM_Guilliman_Backup11.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	backup11	I am the Emperor's voice, not his puppet.	9.79		
VO_UM_Guilliman_Backup12.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	backup12	Heresy is not to be reasoned with, it is to be exterminated.	9.9		
VO_UM_Guilliman_Backup2.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	backup2	Survival is not enough. Mere survival means decline.	9.57		
VO_UM_Guilliman_Backup3.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	backup3	You face zeal forged through millennia.	9.49		
VO_UM_Guilliman_Backup4.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	backup4	Action without reason begets doom.	9.58		
VO_UM_Guilliman_Backup5.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	backup5	This is no longer war. This is a crusade to cleanse the stars.	9.82		
VO_UM_Guilliman_Backup6.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	backup6	The Imperium stands by will and resolve.	9.99		
VO_UM_Guilliman_Backup7.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	backup7	The past is dead, the present nearly so. Only in the future is their life.	9.89		
VO_UM_Guilliman_Backup8.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	backup8	We are but pieces on the board of eternity.	9.99		
VO_UM_Guilliman_Backup9.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	backup9	We constantly battle the sins of those who have come before.	10.47		
VO_UM_Guilliman_attack.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	attack	HA!	10.9		
VO_UM_Guilliman_cantDo.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	cantdo	I will not compromise the codex.	10.26		
VO_UM_Guilliman_concede.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	concede	Is this what you wanted from me, Father?	10.51		
VO_UM_Guilliman_death.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	death	Boooooooo!	13.33		
VO_UM_Guilliman_gen1.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	gen1	Pride undoes the mightiest.	21.24		
VO_UM_Guilliman_gen2.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	gen2	Only by reason can Shadow be banished.	10.17		
VO_UM_Guilliman_gen3.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	gen3	Rise for Ultima, rise for Terra and the Imperium.	10.0		
VO_UM_Guilliman_gen4.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	gen4	We are all bound by courage and honor.	9.81		
VO_UM_Guilliman_gen5.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	gen5	An outcome is forged by will, not fortune.	10.0		
VO_UM_Guilliman_gen6.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	gen6	I will not mourn the Imperium again.	9.82		
VO_UM_Guilliman_gen7.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	gen7	Keep your eyes forward. Look at what is to come.	9.81		
VO_UM_Guilliman_greet.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	greet	Whether you see a new dawn is no longer your decision.	10.37		
VO_UM_Guilliman_hurry.wav	UM_Roboute_Guilliman	Roboute Guilliman	Ultramarines	hurry	I am no slave to impulse nor to stagnancy.	10.33		
