效果名	分组	判定	亮度比中位	|ln|	置信度	峰值亮点	原版有内容时段	导出有内容时段	寿命差异	单帧旧判定	单帧L1	技术构成	人工备注
Whip Attack EC Normal	W	两边全程空（完全脚本驱动 / 需要触发条件）			低	0	—	—		两边都空	0.0000	精灵图 多发射器(8) Matcap	
AlphaWarriorEffect	Z	对得上	0.99	0.009	高	1039	0.15–1.00s	0.15–1.00s		对得上	0.0002	Mesh粒子 精灵图 多发射器(14) Matcap/Sprite	
AmbushEffect	Z	对得上	1.30	0.259	高	836	0.50–1.50s	0.50–1.50s		对得上	0.0009	精灵图 多发射器(10)	
ArmourEffect	Z	对得上	1.00	0.000	高	865	0.15–1.00s	0.15–1.00s		两边都空	0.0000	精灵图 多发射器(12)	
ArmourEffect_Bladeguard_Shield	Z	对得上	1.01	0.006	高	875	0.15–2.00s	0.15–2.00s		对得上	0.0014	Mesh粒子 精灵图 多发射器(16)	
ArmourEffect_Nurgle	Z	对得上	1.04	0.036	高	1198	0.15–1.50s	0.15–1.50s		对得上	0.0002	精灵图 多发射器(20)	
Artillery Manticore down 2x spread	Z	对得上	1.38	0.320	高	752	0.15–0.50s	0.15–0.50s		两边都空	0.0000	Mesh粒子 精灵图 多发射器(26) Matcap/抓屏扭曲	
Atk_ExileGlaiveThrow Movement	Z	对得上	1.00	0.000	高	3121	0.15–0.15s	0.15–0.15s		两边都空	0.0000	Mesh粒子 精灵图 多发射器(12) 抓屏扭曲/拖尾	
Atk_GrotGrenade	Z	对得上	1.00	0.000	高	3121	0.15–0.15s	0.15–0.15s		两边都空	0.0000	Mesh粒子 精灵图 多发射器(10) 抓屏扭曲/拖尾	
Atk_GrotGrenade_big	Z	对得上	1.00	0.000	高	3121	0.15–0.15s	0.15–0.15s		两边都空	0.0000	Mesh粒子 精灵图 多发射器(14) 抓屏扭曲/拖尾	
Atk_GrotRock	Z	对得上	1.00	0.003	高	2400	0.15–0.15s	0.15–0.15s		两边都空	0.0000	Mesh粒子 精灵图 多发射器(10) Matcap/抓屏扭曲/拖尾	
Atk_HelspearThrow Movement	Z	对得上	1.00	0.000	高	3121	0.15–0.15s	0.15–0.15s		两边都空	0.0000	Mesh粒子 精灵图 多发射器(12) 抓屏扭曲/拖尾	
Atk_KrootJavelinThrow Movement	Z	对得上	1.00	0.001	高	3121	0.15–0.15s	0.15–0.15s		两边都空	0.0000	Mesh粒子 精灵图 多发射器(12) Matcap/抓屏扭曲/拖尾	
Atk_Rokkit-Harpoon big	Z	对得上	1.00	0.000	高	3039	0.15–1.00s	0.15–1.00s		两边都空	0.0000	Mesh粒子 精灵图 多发射器(25) Matcap/抓屏扭曲	
Atk_Rokkit-Harpoon small	Z	对得上	1.00	0.000	高	3039	0.15–1.00s	0.15–1.00s		两边都空	0.0000	Mesh粒子 精灵图 多发射器(23) Matcap/抓屏扭曲	
Atk_StikkaThrow Movement	Z	对得上	1.00	0.002	高	3121	0.15–0.15s	0.15–0.15s		两边都空	0.0000	Mesh粒子 精灵图 多发射器(13) Matcap/抓屏扭曲/拖尾	
Attack_Stomp	Z	对得上	1.00	0.000	高	5872	0.15–1.50s	0.75–1.50s		对得上	0.0033	Mesh粒子 精灵图 多发射器(8) 抓屏扭曲	
Basic_army_BL	Z	对得上	1.09	0.086	高	1087	0.15–1.50s	0.15–1.50s		对得上	0.0004	精灵图 多发射器(12)	
Basic_army_DA_Intense_Secret	Z	对得上	0.98	0.021	高	955	0.15–1.50s	0.15–1.50s		对得上	0.0020	精灵图 多发射器(16)	
Basic_army_DA_NoIcon	Z	对得上	1.00	0.000	高	942	0.15–1.50s	0.15–1.50s		对得上	0.0018	精灵图 7发射器	
Basic_army_GSC	Z	对得上	1.30	0.260	高	949	0.15–1.50s	0.15–1.50s		对得上	0.0011	精灵图 多发射器(9)	
Basic_army_GSC_Jackal	Z	对得上	1.29	0.255	高	995	0.15–2.00s	0.15–2.00s		对得上	0.0012	Mesh粒子 精灵图 多发射器(14) Matcap	
Basic_army_GSC_intense	Z	对得上	1.27	0.239	高	1152	0.15–2.00s	0.15–2.00s		对得上	0.0015	精灵图 多发射器(11)	
Basic_army_GSC_shake	Z	对得上	1.30	0.261	高	949	0.15–1.50s	0.15–1.50s		对得上	0.0011	精灵图 多发射器(9)	
Basic_army_Guard	Z	对得上	1.05	0.052	高	670	0.15–1.50s	0.15–1.50s		对得上	0.0004	精灵图 多发射器(10)	
Basic_army_Guard Board	Z	对得上	1.01	0.015	高	619	0.15–2.00s	0.15–2.00s		对得上	0.0004	精灵图 多发射器(16)	
Basic_army_Guard Digital	Z	对得上	0.90	0.101	高	2144	0.15–1.50s	0.15–1.50s		对得上	0.0030	Mesh粒子 精灵图 多发射器(8)	
Basic_army_Guard Intense	Z	对得上	1.10	0.099	高	1159	0.15–2.00s	0.15–2.00s		对得上	0.0009	精灵图 多发射器(13)	
Basic_army_Guard_quick	Z	对得上	1.17	0.154	高	2289	0.15–0.75s	0.15–0.75s		两边都空	0.0000	精灵图 多发射器(8)	
Basic_army_UM_Guilliman	Z	对得上	0.72	0.335	高	1026	0.15–1.50s	0.15–1.50s		偏暗	0.0020	精灵图 多发射器(17) 抓屏扭曲	
Basic_army_UM_chaplain	Z	对得上	0.73	0.309	高	1153	0.15–1.50s	0.15–1.50s		对得上	0.0004	精灵图 多发射器(11)	
Basic_army_UM_quick	Z	对得上	0.73	0.313	高	1098	0.15–0.75s	0.15–0.75s		两边都空	0.0000	精灵图 多发射器(8)	
Birth of a Saga	Z	对得上	0.98	0.016	高	1234	0.75–3.00s	0.75–3.00s		对得上	0.0066	Mesh粒子 精灵图 5发射器 Matcap	
Blacksword_Missile_volley	Z	对得上	1.01	0.010	高	846	0.15–3.00s	0.15–3.00s		对得上	0.0049	Mesh粒子 精灵图 多发射器(19) Matcap/抓屏扭曲	
BlindEffect	Z	对得上	1.00	0.001	高	2640	0.15–0.50s	0.15–0.50s		两边都空	0.0000	精灵图 5发射器 Sprite	
Blind_continuous_effect	Z	对得上	0.87	0.137	高	3065	0.15–3.00s	0.15–3.00s		偏暗	0.0033	精灵图 4发射器	
BloodThirstEffect_continuous	Z	对得上	1.11	0.106	高	3966	1.00–3.00s	1.00–3.00s		对得上	0.0003	精灵图 4发射器 Sprite	
Bore Through	Z	对得上	1.20	0.180	高	1925	0.15–1.00s	0.15–1.00s		对得上	0.0006	精灵图 7发射器	
Bore Through Intense	Z	对得上	1.20	0.179	高	2450	0.15–2.00s	0.15–2.00s		对得上	0.0020	精灵图 多发射器(12)	
Buff_Blue_SW	Z	对得上	1.22	0.195	高	1110	0.15–0.75s	0.15–0.75s		两边都空	0.0001	精灵图 6发射器	
Buff_Blue_SW_Intense	Z	对得上	1.15	0.142	高	1219	0.15–1.00s	0.15–1.00s		对得上	0.0004	精灵图 多发射器(8)	
Buff_Blue_SW_Wolf	Z	对得上	1.19	0.173	高	1107	0.15–0.50s	0.15–0.50s		两边都空	0.0000	精灵图 6发射器	
Buff_Chaos_Star	Z	对得上	1.06	0.062	高	1091	0.15–1.50s	0.15–1.50s		对得上	0.0005	精灵图 多发射器(23)	
Buff_DA_Forest_Self	Z	对得上	1.18	0.162	高	1153	0.30–3.00s	0.15–3.00s		偏亮	0.0017	精灵图 6发射器 拖尾	
Buff_DA_Forest_Target	Z	对得上	0.94	0.060	高	605	0.15–3.00s	0.15–3.00s		对得上	0.0005	精灵图 6发射器	
Buff_DaemonicFrenzy	Z	对得上	1.00	0.003	高	785	0.15–0.75s	0.15–0.75s		偏暗	0.0003	精灵图 6发射器	
Buff_DaemonicPact_troop	Z	对得上	1.00	0.001	高	779	0.15–0.75s	0.15–0.75s		两边都空	0.0000	精灵图 6发射器	
Buff_Eldar_Warp Spider_intense	Z	对得上	1.06	0.055	高	1013	0.15–1.00s	0.15–1.00s		对得上	0.0014	精灵图 多发射器(11)	
Buff_EnemyHand_GSC	Z	对得上	1.00	0.004	高	1139	0.15–1.00s	0.15–1.00s		偏亮	0.0002	精灵图 5发射器	
Buff_FriendlyHand_GSC	Z	对得上	0.99	0.009	高	1249	0.15–1.00s	0.15–1.00s		对得上	0.0003	精灵图 5发射器	
Buff_GSC	Z	对得上	1.16	0.152	高	1161	0.15–1.00s	0.15–1.00s		偏亮	0.0009	精灵图 5发射器	
Buff_Hand_1	Z	对得上	1.00	0.001	高	1012	0.15–1.50s	0.15–1.50s		对得上	0.0010	精灵图 3发射器	
Buff_Hand_UM	Z	对得上	1.00	0.004	高	1274	0.15–1.00s	0.15–1.00s		偏亮	0.0005	精灵图 5发射器	
Buff_HideousMutation_EC	Z	对得上	1.04	0.041	高	707	0.30–2.00s	0.15–2.00s		对得上	0.0019	Mesh粒子 精灵图 多发射器(13) Matcap	
Buff_MarkOfNurgle	Z	对得上	1.05	0.047	高	1198	0.15–1.00s	0.15–1.50s	导出多播到 1.50s	对得上	0.0001	精灵图 多发射器(11)	
Buff_MarkOfTzeentch	Z	对得上	1.00	0.004	高	679	0.15–1.50s	0.15–1.50s		对得上	0.0014	精灵图 多发射器(10)	
Buff_Ork_Mek	Z	对得上	1.12	0.115	高	1465	0.15–1.00s	0.15–1.00s		对得上	0.0005	Mesh粒子 精灵图 多发射器(10) Sprite	
Buff_SW_Blizzard	Z	对得上	1.04	0.041	高	1336	0.15–3.00s	0.15–3.00s		对得上	0.0058	精灵图 7发射器	
Buff_SW_Blizzard_Board	Z	对得上	1.01	0.010	高	2651	0.15–3.00s	0.15–3.00s		对得上	0.0050	精灵图 多发射器(9)	
Buff_SW_Lightning_quick	Z	对得上	1.25	0.223	高	613	0.15–0.50s	0.15–0.50s		两边都空	0.0000	Mesh粒子 精灵图 多发射器(11) Matcap	
Buff_SW_Runes_Blizzard OLD	Z	对得上	1.06	0.061	高	4058	0.15–3.00s	0.15–3.00s		对得上	0.0153	精灵图 多发射器(14)	
Buff_Sororitas_Intense	Z	对得上	1.06	0.061	高	1440	0.15–2.00s	0.15–2.00s		对得上	0.0010	精灵图 多发射器(10)	
Buff_Tau_Earth	Z	对得上	0.71	0.345	高	1173	0.15–0.75s	0.15–0.75s		两边都空	0.0000	精灵图 5发射器	
Buff_Tau_Kroot_FriendlyBoard	Z	对得上	1.34	0.289	高	1835	0.15–1.50s	0.15–1.50s		偏亮	0.0015	精灵图 多发射器(9) 抓屏扭曲	
Buff_Tau_Kroot_intense	Z	对得上	0.78	0.242	高	872	0.15–1.50s	0.15–1.50s		偏亮	0.0005	精灵图 7发射器	
Buff_Tyranid	Z	对得上	0.91	0.091	高	650	1.50–2.00s	1.50–2.00s		对得上	0.0001	Mesh粒子 精灵图 多发射器(13) Matcap	
Buff_Tyranid Atk	Z	对得上	0.95	0.047	高	638	1.50–2.00s	1.50–2.00s		对得上	0.0000	Mesh粒子 精灵图 多发射器(13) Matcap	
Buff_Tyranid HP	Z	对得上	0.98	0.019	高	939	1.50–2.00s	1.50–2.00s		对得上	0.0001	Mesh粒子 精灵图 多发射器(11) Matcap	
Buff_UM_Intense	Z	对得上	1.35	0.302	高	672	0.75–1.50s	0.75–2.00s	导出多播到 2.00s	对得上	0.0019	精灵图 多发射器(9)	
BulletImpactBurst_crowd	Z	对得上	1.01	0.009	高	737	0.15–1.50s	0.15–1.50s		对得上	0.0000	精灵图 多发射器(10)	
BulletImpact_1shot	Z	对得上	1.00	0.001	高	5302	0.15–1.00s	0.15–1.00s		对得上	0.0473	精灵图 3发射器	
BulletImpact_1shotSniper	Z	对得上	1.00	0.001	高	6191	0.15–1.50s	0.15–1.50s		对得上	0.0483	精灵图 多发射器(8)	
BulletImpact_1shot_pointblank	Z	对得上	1.00	0.000	高	2197	0.15–1.00s	0.15–1.00s		对得上	0.0168	精灵图 多发射器(9)	
BulletImpact_2shot	Z	对得上	1.00	0.000	高	2837	0.15–1.50s	0.15–1.50s		对得上	0.0328	精灵图 7发射器	
BulletImpact_2shot_ork	Z	对得上	1.00	0.000	高	3613	0.15–1.50s	0.15–1.50s		对得上	0.0252	精灵图 7发射器	
BulletImpact_2shot_pointblank_EC	Z	对得上	1.00	0.000	高	2837	0.15–1.50s	0.15–1.50s		对得上	0.0310	精灵图 7发射器	
BulletImpact_2shot_pointblank_chaos	Z	对得上	1.00	0.000	高	2837	0.15–1.50s	0.15–1.50s		偏暗	0.0299	精灵图 7发射器	
BulletImpact_2shot_trail_nurgle	Z	对得上	1.00	0.000	高	506	0.30–0.30s	0.30–0.30s		只有导出有	0.0000	Mesh粒子 精灵图 多发射器(17) Matcap/拖尾	
BulletImpact_3shot	Z	对得上	1.00	0.000	高	5482	0.15–1.50s	0.15–1.50s		对得上	0.0436	精灵图 7发射器	
BulletImpact_3shot_pointblank	Z	对得上	1.00	0.000	高	5482	0.15–1.50s	0.15–1.50s		对得上	0.0363	精灵图 多发射器(9)	
BulletImpact_4shot	Z	对得上	1.00	0.001	高	8993	0.15–1.50s	0.15–1.50s		偏亮	0.0584	精灵图 7发射器	
BulletImpact_4shot_trail_nurgle	Z	对得上	1.00	0.004	高	548	0.30–0.30s	0.30–0.30s		偏暗	0.0001	Mesh粒子 精灵图 多发射器(17) Matcap/拖尾	
BulletImpact_5shot	Z	对得上	1.00	0.000	高	8588	0.15–1.50s	0.15–1.50s		对得上	0.0898	精灵图 7发射器	
BulletImpact_9shot	Z	对得上	1.00	0.000	高	9480	0.15–2.00s	0.15–2.00s		对得上	0.0728	精灵图 7发射器	
BulletImpact_BulletHole	Z	对得上	0.99	0.006	高	556	0.15–1.00s	0.15–1.00s		对得上	0.0000	精灵图 3发射器	
BulletImpact_DeathSpinner_twinlink_large parabolic	Z	对得上	1.00	0.004	高	511	0.50–2.00s	0.50–2.00s		对得上	0.0033	精灵图 多发射器(11)	
BulletImpact_MagicMissile_EC	Z	对得上	1.00	0.003	高	648	0.15–2.00s	0.15–2.00s		对得上	0.0013	精灵图 多发射器(19) 抓屏扭曲	
BulletImpact_MagicMissile_EC_Fire	Z	对得上	1.00	0.004	高	632	0.15–2.00s	0.15–2.00s		对得上	0.0018	精灵图 多发射器(20) 抓屏扭曲	
BulletImpact_Ork Heavy Lobba	Z	对得上	0.84	0.172	高	572	0.15–1.00s	0.15–1.00s		对得上	0.0000	Mesh粒子 精灵图 多发射器(24) Matcap/抓屏扭曲	
BulletImpact_Pyrovore	Z	对得上	1.02	0.024	高	2380	0.15–0.30s	0.15–0.50s	导出多播到 0.50s	两边都空	0.0000	Mesh粒子 精灵图 多发射器(13) 拖尾	
BulletImpact_Pyrovore OLD	Z	对得上	1.03	0.029	高	1535	0.15–0.50s	0.15–0.50s		偏亮	0.0002	Mesh粒子 精灵图 多发射器(13) 拖尾	
BulletImpact_Screamer-Killer	Z	对得上	0.78	0.251	高	736	0.15–1.50s	0.15–1.00s	导出提前 1.50s 结束	偏暗	0.0017	精灵图 多发射器(12) 抓屏扭曲	
BulletImpact_Tau_Pulse Bomb	Z	对得上	1.08	0.076	高	4562	0.15–0.75s	0.15–0.75s		两边都空	0.0000	精灵图 多发射器(24) 抓屏扭曲	
Card_Buff_Hand	Z	对得上	1.27	0.236	高	1038	0.15–1.50s	0.15–1.50s		对得上	0.0003	精灵图 6发射器	
Card_Buff_Hand_Ork	Z	对得上	1.08	0.073	高	1118	0.15–1.00s	0.15–1.50s	导出多播到 1.50s	对得上	0.0008	精灵图 7发射器	
Card_Buff_Hand_SW	Z	对得上	1.05	0.048	高	781	0.15–1.50s	0.15–1.50s		对得上	0.0015	精灵图 6发射器	
Card_Buff_Sabotage_trigger	Z	对得上	1.00	0.003	高	1107	0.15–1.00s	0.15–1.00s		偏暗	0.0005	精灵图 6发射器	
Card_Buff_Tyranid	Z	对得上	1.00	0.001	高	2346	0.15–1.00s	0.15–1.00s		对得上	0.0006	精灵图 2发射器	
Chronomancer_Buff	Z	对得上	1.03	0.027	高	2489	0.15–1.50s	0.15–1.50s		对得上	0.0042	Mesh粒子 精灵图 5发射器 拖尾	
ComboEffect	Z	对得上	1.07	0.072	高	2848	0.15–2.00s	0.15–2.00s		对得上	0.0123	Mesh粒子 精灵图 6发射器 Sprite	
CompanionEffect	Z	对得上	1.12	0.116	高	2196	0.15–1.00s	0.15–1.00s		对得上	0.0013	Mesh粒子 精灵图 7发射器 Sprite	
ConcussiveEffect	Z	对得上	1.01	0.007	高	583	0.15–0.15s	0.15–0.15s		只有导出有	0.0031	Mesh粒子 精灵图 7发射器 Sprite	
CreateCard EC	Z	对得上	1.01	0.006	高	523	0.15–2.00s	0.15–2.00s		对得上	0.0029	精灵图 多发射器(11)	
CreateCard GSC	Z	对得上	1.12	0.110	高	588	0.15–1.00s	0.15–1.00s		对得上	0.0030	精灵图 多发射器(11)	
CreateCard GSC 5x	Z	对得上	1.26	0.232	高	1206	0.15–2.00s	0.15–3.00s	导出多播到 3.00s	对得上	0.0024	精灵图 多发射器(55)	
CreateCard Necron	Z	对得上	1.02	0.015	高	546	0.15–2.00s	0.15–2.00s		对得上	0.0035	Mesh粒子 精灵图 多发射器(11)	
CreateCard Orks	Z	对得上	1.00	0.000	高	640	0.15–2.00s	0.15–2.00s		对得上	0.0036	精灵图 多发射器(11)	
CreateCard Orks 1	Z	对得上	1.00	0.000	高	640	0.15–2.00s	0.15–2.00s		对得上	0.0037	精灵图 多发射器(11)	
CreateCard Sabotage	Z	对得上	1.00	0.001	高	564	0.30–1.00s	0.30–1.50s	导出多播到 1.50s	对得上	0.0027	精灵图 多发射器(10)	
Cryptek_Stun	Z	对得上	0.99	0.007	高	523	0.15–1.00s	0.15–1.00s		对得上	0.0000	精灵图 4发射器	
Deathspinner Cut Effect	Z	对得上	1.00	0.001	高	2438	0.30–2.00s	0.30–2.00s		对得上	0.0032	精灵图 1发射器	
Debuff EC	Z	对得上	0.97	0.026	高	775	0.15–2.00s	0.15–2.00s		对得上	0.0021	精灵图 多发射器(10) Sprite	
Debuff_Mana_Tyranid	Z	对得上	1.03	0.028	高	4724	0.30–1.50s	0.15–1.50s		对得上	0.0165	精灵图 5发射器 抓屏扭曲	
DeckBuff Grey	Z	对得上	1.08	0.076	高	4314	0.15–1.00s	0.15–1.00s		偏亮	0.0009	精灵图 4发射器	
DeckBuff1	Z	对得上	1.05	0.051	高	4592	0.15–1.00s	0.15–1.00s		偏亮	0.0008	精灵图 4发射器	
DeckBuff_BlackLegion	Z	对得上	1.06	0.057	高	1294	0.15–0.75s	0.15–0.75s		两边都空	0.0000	精灵图 4发射器	
DeckBuff_GSC	Z	对得上	1.00	0.001	高	2610	0.15–1.00s	0.15–1.00s		对得上	0.0007	精灵图 4发射器 UI/文字	
DeckBuff_Green 2	Z	对得上	1.20	0.186	高	4720	0.15–2.00s	0.15–2.00s		对得上	0.0029	精灵图 4发射器	
DeckBuff_Orks	Z	对得上	1.27	0.239	高	1058	0.15–1.00s	0.15–1.50s	导出多播到 1.50s	对得上	0.0005	精灵图 4发射器	
DeckBuff_SW	Z	对得上	1.02	0.022	高	4880	0.15–2.00s	0.15–2.00s		对得上	0.0046	精灵图 5发射器	
DeckBuff_Tau	Z	对得上	1.30	0.260	高	2558	0.15–1.50s	0.15–1.50s		对得上	0.0031	精灵图 4发射器	
Default Tap Floor	Z	对得上	1.00	0.002	高	519	0.15–0.75s	0.15–0.75s		两边都空	0.0000	精灵图 3发射器	
Delightful Agonies Launch Projectile	Z	对得上	1.00	0.002	高	3007	0.15–1.00s	0.15–1.00s		对得上	0.0017	精灵图 多发射器(22) 抓屏扭曲	
EC Target	Z	对得上	1.39	0.331	高	1043	0.30–0.50s	0.15–0.50s		两边都空	0.0000	Mesh粒子 精灵图 7发射器 Sprite	
EC_Sonic Shock	Z	对得上	0.96	0.045	高	4440	0.15–2.00s	0.30–2.00s		对得上	0.0020	Mesh粒子 精灵图 多发射器(11) Matcap/抓屏扭曲	
EC_Sonic Stomp	Z	对得上	0.87	0.140	高	5872	0.15–1.50s	0.30–1.50s		对得上	0.0034	Mesh粒子 精灵图 多发射器(11) Matcap/抓屏扭曲	
Emperors Children Generic Buff	Z	对得上	1.14	0.130	高	1577	0.15–1.50s	0.15–2.00s	导出多播到 2.00s	对得上	0.0030	精灵图 多发射器(12)	
Emperors Children Generic Buff Record	Z	对得上	1.17	0.160	高	1577	0.15–1.50s	0.15–2.00s	导出多播到 2.00s	对得上	0.0025	精灵图 多发射器(12)	
Environmental Condition Astra Militarum Dawn Attack	Z	对得上	1.00	0.000	高	10950	0.15–3.00s	0.15–3.00s		对得上	0.0004	精灵图 6发射器 场景烘焙	
Environmental Condition Black Legion Warp Storm	Z	对得上	0.88	0.130	高	3312	0.15–3.00s	0.15–3.00s		对得上	0.0008	Mesh粒子 精灵图 多发射器(62) 抓屏扭曲	
Environmental Condition Dark Angels Asteroid Zone	Z	对得上	1.25	0.222	高	11086	0.15–3.00s	0.15–3.00s		对得上	0.0217	Mesh粒子 精灵图 多发射器(39) Matcap	
Environmental Condition Dark Angels Orbiting	Z	对得上	1.32	0.277	高	6116	0.15–3.00s	0.15–3.00s		偏亮	0.0057	精灵图 5发射器 场景烘焙	
Environmental Condition Dark Angels Void Combat	Z	对得上	1.14	0.127	高	11667	0.15–3.00s	0.15–3.00s		对得上	0.0147	精灵图 多发射器(73) 场景烘焙	
Environmental Condition GSC Mining Tremors	Z	对得上	1.30	0.263	高	624	0.15–3.00s	0.15–3.00s		对得上	0.0002	Mesh粒子 精灵图 多发射器(55) Matcap	
Environmental Condition Necrons Immortal Beams	Z	对得上	1.21	0.193	高	957	0.75–3.00s	0.75–3.00s		对得上	0.0002	Mesh粒子 精灵图 多发射器(62) Sprite	
Environmental Condition Necrons Solar Storm	Z	对得上	1.02	0.024	高	3432	0.15–3.00s	0.15–3.00s		对得上	0.0017	Mesh粒子 精灵图 多发射器(69) Sprite	
Environmental Condition Space Wolves Everstorm	Z	对得上	1.00	0.001	高	1681	0.15–3.00s	0.15–3.00s		对得上	0.0049	精灵图 多发射器(41)	
Environmental Condition Space Wolves First Light	Z	对得上	1.08	0.080	高	3262	0.15–3.00s	0.15–3.00s		对得上	0.0029	精灵图 多发射器(79) 场景烘焙	
Environmental Condition Space Wolves Full Moon	Z	对得上	1.17	0.158	高	6564	0.15–3.00s	0.15–3.00s		对得上	0.0169	精灵图 多发射器(36) 场景烘焙	
EnvironmentalCondition Leviathan Acid Rain	Z	对得上	1.09	0.085	高	905	0.15–3.00s	0.15–3.00s		对得上	0.0011	精灵图 多发射器(22)	
EnvironmentalCondition Leviathan Blazing Biomatter	Z	对得上	0.99	0.006	高	10612	0.15–3.00s	0.15–3.00s		对得上	0.0007	精灵图 多发射器(47) 场景烘焙	
EnvironmentalCondition Leviathan Sweeping Infestation	Z	对得上	0.99	0.007	高	10500	0.15–3.00s	0.15–3.00s		对得上	0.0009	精灵图 多发射器(26) 场景烘焙	
EnvironmentalCondition Saim Hann Infinity Circuit Overload	Z	对得上	1.28	0.249	高	1132	0.15–3.00s	0.15–3.00s		对得上	0.0030	精灵图 多发射器(36)	
EnvironmentalCondition Sororitas Raging Storm	Z	对得上	0.88	0.125	高	1083	0.15–3.00s	0.15–3.00s		对得上	0.0007	精灵图 多发射器(16)	
EnvironmentalCondition Tau Solar Eclipse	Z	对得上	1.01	0.009	高	5999	0.15–3.00s	0.15–3.00s		只有原版有	0.0367	精灵图 2发射器	
EnvironmentalCondition Ultramarines Bombardment	Z	对得上	1.05	0.048	高	1112	0.50–3.00s	0.50–3.00s		对得上	0.0001	精灵图 多发射器(81) 抓屏扭曲/拖尾	
Execution_BlackLegion	Z	对得上	0.77	0.259	高	543	0.30–2.00s	0.50–2.00s		对得上	0.0002	Mesh粒子 精灵图 多发射器(10) Sprite	
Explosion Fenrisian Monstrosities	Z	对得上	0.92	0.088	高	1027	1.00–3.00s	1.00–3.00s		对得上	0.0005	Mesh粒子 精灵图 多发射器(49) Matcap/抓屏扭曲	
Explosion Hand UI	Z	对得上	0.97	0.025	高	565	0.15–1.00s	0.15–1.00s		偏暗	0.0003	精灵图 7发射器	
Explosion Hive Fleet Arrival Explosions only	Z	对得上	0.99	0.015	高	882	0.15–3.00s	0.15–3.00s		对得上	0.0023	Mesh粒子 精灵图 多发射器(91) Matcap/抓屏扭曲	
Explosion Hive Fleet Arrival Tendrils	Z	对得上	0.79	0.231	高	848	0.15–3.00s	0.15–3.00s		对得上	0.0027	Mesh粒子 精灵图 多发射器(96) Matcap/抓屏扭曲	
Explosion_Possession	Z	对得上	1.16	0.151	高	2247	0.50–2.00s	0.30–2.00s		对得上	0.0012	精灵图 多发射器(8)	
Explosion_Short	Z	对得上	1.00	0.000	高	4857	0.15–0.30s	0.15–0.30s		两边都空	0.0000	精灵图 5发射器	
Explosion_gauss	Z	对得上	1.03	0.033	高	1407	0.15–1.50s	0.15–1.50s		对得上	0.0012	精灵图 7发射器	
Explosion_gauss_yellow	Z	对得上	1.15	0.139	高	3756	0.15–1.00s	0.15–1.50s	导出多播到 1.50s	偏亮	0.0015	精灵图 5发射器	
Faith UI Gain	Z	对得上	1.00	0.000	高	1973	0.15–1.50s	0.15–1.50s		对得上	0.0009	精灵图 多发射器(8)	
Faith UI Trigger	Z	对得上	1.00	0.001	高	2883	0.15–1.00s	0.15–1.00s		偏暗	0.0013	精灵图 5发射器	
Faith_trigger_unit	Z	对得上	1.24	0.213	高	1367	0.15–2.00s	0.15–2.00s		对得上	0.0015	精灵图 多发射器(8)	
FastEffect	Z	对得上	1.08	0.079	高	513	0.15–2.00s	0.15–2.00s		对得上	0.0014	Mesh粒子 精灵图 多发射器(9) Sprite	
FerocityEffect	Z	对得上	1.01	0.012	高	1787	0.30–1.50s	0.30–1.50s		对得上	0.0037	Mesh粒子 精灵图 多发射器(10) Sprite	
Ferocity_RecallToDeck	Z	对得上	1.00	0.004	高	791	0.15–1.50s	0.15–2.00s	导出多播到 2.00s	对得上	0.0007	精灵图 多发射器(9)	
FlameBurst_Sororitas	Z	对得上	0.79	0.235	高	2289	0.15–1.00s	0.15–1.00s		对得上	0.0067	精灵图 6发射器	
FlankEffect	Z	对得上	0.79	0.231	高	1370	0.30–1.00s	0.30–1.00s		对得上	0.0030	Mesh粒子 精灵图 多发射器(8) Sprite	
Flayed One Summon	Z	对得上	1.00	0.000	高	533	0.30–2.00s	0.30–2.00s		对得上	0.0004	精灵图 6发射器	
FlyingEffect	Z	对得上	1.00	0.000	高	707	0.15–3.00s	0.15–3.00s		对得上	0.0003	Mesh粒子 精灵图 7发射器 Sprite	
GainShuriken	Z	对得上	1.00	0.001	高	3275	0.15–1.50s	0.15–1.50s		对得上	0.0115	Mesh粒子 精灵图 7发射器 Sprite	
Goff_ProperKilly	Z	对得上	1.12	0.109	高	3070	0.15–2.00s	0.15–2.00s		对得上	0.0081	Mesh粒子 精灵图 多发射器(16) Matcap	
Hammer_Throw_SW	Z	对得上	1.23	0.208	高	1627	0.15–3.00s	0.15–3.00s		对得上	0.0023	Mesh粒子 精灵图 多发射器(17) 抓屏扭曲	
HeroRespiteEffect	Z	对得上	0.87	0.143	高	3255	0.15–3.00s	0.15–3.00s		对得上	0.0058	Mesh粒子 精灵图 5发射器 Sprite	
Impact_Ground_Stomp	Z	对得上	0.98	0.020	高	1319	0.15–1.50s	0.15–1.50s		对得上	0.0024	Mesh粒子 精灵图 多发射器(11) 抓屏扭曲	
Impact_Ground_Stomp_Big	Z	对得上	1.00	0.003	高	634	0.15–1.50s	0.15–1.50s		对得上	0.0005	Mesh粒子 精灵图 多发射器(14) Matcap/抓屏扭曲	
Infernal_Gaze	Z	对得上	1.00	0.004	高	1524	0.15–1.00s	0.15–1.00s		对得上	0.0000	精灵图 多发射器(11)	
InspiredRetributionEffect	Z	对得上	0.92	0.087	高	2153	0.30–1.00s	0.30–2.00s	导出多播到 2.00s	对得上	0.0005	精灵图 多发射器(11) Sprite	
